year,start,end,strategy_return,benchmark_return,strategy_max_drawdown,strategy_sharpe,strategy_turnover_annualized,strategy_mode
2026,2026-01-01,2026-07-16,0.16057873877158468,0.10389812523878184,-0.3137175898037269,0.7529948230336501,38.15694878272535,mode_b
2025,2025-01-01,2025-12-31,1.070907349466097,0.17719073766190463,-0.38975301932995676,1.635318229203252,34.844287971255746,mode_b
2024,2024-01-01,2024-12-31,0.8306798245842268,0.2488624543686917,-0.24626725155526064,1.6100013147647403,33.53252431205183,mode_b
2023,2023-01-01,2023-12-31,0.4920120193914188,0.2617602833042272,-0.2830846365357841,1.265650229672981,35.04690321101127,mode_b
2022,2022-01-01,2022-12-31,0.014223303265288756,-0.18175224376771626,-0.3692527133801846,0.22832122782812483,37.84281537432904,mode_b
2021,2021-01-01,2021-12-31,0.32561313281152526,0.29061187961523904,-0.15230943049251122,0.9867200342561867,35.56841500212665,mode_b
2020,2020-08-19,2020-12-31,0.04391258377828411,0.11786314102729012,-0.16502847036604618,0.4833413548669994,29.83958867419039,mode_b
