year,start,end,rule,mode,strategy_return,benchmark_return,excess_return,cagr,annualized_return,annualized_volatility,sharpe,sortino,max_drawdown,win_rate,monthly_win_rate,turnover_annualized,final_nav,note
2022,2022-01-03,2022-12-31,strategy_with_embedded_hedge,mode_b,-0.07203558240608465,-0.18175224376771626,0.1097166613616316,-0.07231194114188799,-0.04004848396906834,0.26462949805313135,-0.1513379432894044,-0.2158944530087674,-0.18963892967616858,0.4860557768924303,0.5,30.406278355541613,0.9279644175939153,
2023,2023-01-01,2023-12-31,strategy_with_embedded_hedge,mode_b,0.45145357290203036,0.2617602833042272,0.18969328959780318,0.45578611874566777,0.40954410336074615,0.2619016850547316,1.563732219879229,2.8317933389928305,-0.231704206602103,0.54,0.5833333333333334,32.787321245789876,1.4514535729020304,
2024,2024-01-01,2024-12-31,strategy_with_embedded_hedge,mode_b,0.26149093580180693,0.2488624543686917,0.012628481433115235,0.26149093580180693,0.27377380430385,0.28789807027740916,0.9509400463853424,1.3373463281602684,-0.19650045254033421,0.5753968253968254,0.5833333333333334,32.2327030709186,1.261490935801807,
2025,2025-01-01,2025-12-31,strategy_with_embedded_hedge,mode_b,0.5863419359783262,0.17719073766190463,0.40915119831642155,0.5922086525631356,0.5380805941592162,0.37931639957797847,1.4185534681808545,1.7079505285469545,-0.3423871379768795,0.584,0.6666666666666666,30.876429792420083,1.5863419359783262,
2026,2026-01-01,2026-07-13,strategy_with_embedded_hedge,mode_b,0.6569976012184173,0.10161892381332338,0.555378677405094,1.641810312761331,1.1768526676170172,0.6391672489334302,1.8412280503746326,2.495935625848762,-0.34264525366520804,0.5648854961832062,0.5714285714285714,33.05521245082893,1.6569976012184173,
