date,book,ticker,shares,weight,gross_market_value,net_market_value,name,industry_labels,market_value
2026-05-29,long,US.ALAB,293.8868391184448,0.12864401393406397,100759.1027917588,100759.1027917588,Astera Labs,半导体,
2026-05-29,long,US.MU,81.22376789697353,0.1006949412376163,78868.27862796129,78868.27862796129,美光科技,半导体,
2026-05-29,long,US.SNOW,307.2448246699092,0.10024569987522439,78516.41494439529,78516.41494439529,Snowflake,应用软件,
2026-05-29,long,US.GH,601.9752651428462,0.09967596012544229,78070.17213637572,78070.17213637572,Guardant Health,诊断与研究,
2026-05-29,long,US.ARM,217.99780206646957,0.09833061386246654,77016.44349206304,77016.44349206304,Arm Holdings,半导体,
2026-05-29,long,US.IONQ,1061.9723485216803,0.09771765168055814,76536.34715795748,76536.34715795748,IonQ Inc,计算机硬件,
2026-05-29,long,US.FSLR,244.3606619892609,0.0957145106173953,74967.40749168536,74967.40749168536,第一太阳能,太阳能,
2026-05-29,long,US.HUT,598.8320190368406,0.09543974601217586,74752.20093636881,74752.20093636881,Hut 8,资本市场,
2026-05-29,long,US.UMC,3280.4441896311323,0.09289652874034039,72760.25212601852,72760.25212601852,联电,半导体,
2026-05-29,long,US.ASTS,625.9863389388848,0.09064033391471672,70993.11069905893,70993.11069905893,AST SpaceMobile,通讯设备,
