signal_date,ticker,er3,er8,er20,adv20,adj_close,market_cap_used,vol20_ann,up_day_ratio20,er_consistency_penalty,er20_vol_score,book,stage,rank,trade_date,spy_ma,spy_above_ma,allow_new_buys,market_filter_mode,selection_style,spy_vol_ann,high_vol_regime,target_count_cap,name,industry_labels,spy_adj_close,spy_ma100,action,planned_holding
2026-05-26,US.UMC,0.1878552435974754,0.31296623354679354,0.7537239556112167,267691806.84999996,21.08,30974726642.4,0.7183861811637222,0.6,0.5658687120137413,1.049190498612112,long,top10,1,,676.8669403700151,True,True,configured_price_above_ma,waterfall,0.1042213956643348,False,10,联电,半导体,750.59,691.4046254703,buy,True
2026-05-26,US.MU,0.2112961640501958,0.10363726349713787,0.6583427665307404,36953751258.527504,895.88,506781127838.38,1.0885530204240956,0.6,0.6623644035866605,0.6047870468213417,long,top10,2,,676.8669403700151,True,True,configured_price_above_ma,waterfall,0.1042213956643348,False,10,美光科技,半导体,750.59,691.4046254703,buy,True
2026-05-26,US.FLY,0.3239905718227809,0.4826226180856936,0.6546170404933218,289803167.479,58.81,6738870463.08,1.3210098193263762,0.5,0.3306264686705409,0.49554290279774854,long,top10,3,,676.8669403700151,True,True,configured_price_above_ma,waterfall,0.1042213956643348,False,10,Firefly Aerospace,航空航天与国防,750.59,691.4046254703,buy,True
2026-05-26,US.QCOM,0.216079727913838,0.15608304667845574,0.6064030358527417,6315077704.740999,248.82,144642520000.0,1.0264479848848191,0.7,0.5103166704096682,0.5907781444188699,long,top10,4,,676.8669403700151,True,True,configured_price_above_ma,waterfall,0.1042213956643348,False,10,高通,半导体,750.59,691.4046254703,keep,True
2026-05-26,US.SMTC,0.14679338849852686,0.1657455875948355,0.5741281664412103,426333715.6605,164.46,9618586761.16,0.7090324970072331,0.75,0.4273347779426835,0.8097346297448387,long,top10,5,,676.8669403700151,True,True,configured_price_above_ma,waterfall,0.1042213956643348,False,10,先科电子,半导体,750.59,691.4046254703,buy,True
2026-05-26,US.ALAB,0.09606809183998366,0.41113131931747415,0.5713032570803467,1486740331.67,318.72,32676078140.91,1.0341598686486633,0.65,0.475235165240363,0.5524322441818098,long,top10,6,,676.8669403700151,True,True,configured_price_above_ma,waterfall,0.1042213956643348,False,10,Astera Labs,半导体,750.59,691.4046254703,keep,True
2026-05-26,US.ASTS,0.32363542964412906,0.5888990993193135,0.5009914487522478,1934654803.418,119.7,23413889490.39,1.2273501575732062,0.65,0.3531713202422502,0.40818950130974807,long,top10,7,,676.8669403700151,True,True,configured_price_above_ma,waterfall,0.1042213956643348,False,10,AST SpaceMobile,通讯设备,750.59,691.4046254703,buy,True
2026-05-26,US.NOK,0.19591654966285565,0.10781231985870687,0.4868985412213309,1659856990.98,16.46,58058355378.4,0.8257527930908782,0.55,0.4671904511667728,0.5896420154981483,long,top10,8,,676.8669403700151,True,True,configured_price_above_ma,waterfall,0.1042213956643348,False,10,诺基亚,通讯设备,750.59,691.4046254703,keep,True
2026-05-26,US.AMD,0.11320957380922114,0.11991184826460266,0.4562857038408856,17180482081.1815,503.89,463835580725.07,0.9469870790407582,0.6,0.3430761300316645,0.4818288590622335,long,top10,9,,676.8669403700151,True,True,configured_price_above_ma,waterfall,0.1042213956643348,False,10,美国超微公司,半导体,750.59,691.4046254703,buy,True
2026-05-26,US.GFS,0.2582006233195251,0.18847224741396928,0.44111125935619433,421702585.3625,89.96,32529795285.92,0.7894139416265977,0.6,0.32236738784778085,0.5587832138450441,long,top10,10,,676.8669403700151,True,True,configured_price_above_ma,waterfall,0.1042213956643348,False,10,GlobalFoundries,半导体,750.59,691.4046254703,buy,True
