metric,value
Total Return,5.029541853890803
CAGR,0.42161809467589517
Sharpe Ratio,1.4387486229727122
Sortino Ratio,2.0284040217078667
Max Drawdown,-0.24541601088327314
Turnover (Annualized),28.132136601046625
