date,portfolio_value,daily_return,benchmark_return,excess_return,cash,long_market_value,short_market_value,gross_exposure,net_exposure,borrow_cost,spy_short_hedge_target,spy_short_market_value,spy_short_weight,cumulative_return,strategy_nav,benchmark_nav,drawdown,rolling_63_return,rolling_63_excess_return,daily_turnover
2026-01-02,1057399.7085502476,0.05739970855024756,0.001833059595331532,0.05556664895491603,0.0,1057399.7085502476,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.05739970855024756,1.0573997085502476,1.0018330595953315,0.0,,,0.5
2026-01-05,1095007.9400876355,0.035566712600054506,0.0066601285187537496,0.028906584081300757,7564.3135691041825,1087443.6265185312,0.0,0.9930920011698738,0.9930920011698738,0.0,0.0,0.0,-0.0,0.09500794008763558,1.0950079400876356,1.0085053965265727,0.0,,,0.5120445335595193
2026-01-06,1151824.1159121562,0.05188654232039047,0.0059471878101220454,0.045939354510268426,1.4551915228366852e-11,1151824.1159121562,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.15182411591215628,1.1518241159121563,1.0145031675272378,0.0,,,0.48039043753933597
2026-01-07,1149836.8467479893,-0.0017253234558238795,-0.0032234283982461864,0.001498104942422307,-1.4551915228366852e-11,1149836.8467479893,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.14983684674798936,1.1498368467479894,1.0112329892069198,-0.0017253234558239905,,,0.18805830770434276
2026-01-08,1139239.216351349,-0.009216638366228214,-0.00010151106573852431,-0.00911512730048969,0.0,1139239.216351349,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.13923921635134895,1.139239216351349,1.0111303378684755,-0.010926060139695104,,,0.29663806022571704
2026-01-09,1169274.2802171,0.026364141467974278,0.0066133921200393075,0.01975074934793497,1.4551915228366852e-11,1169274.2802171,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.1692742802170999,1.1692742802171,1.0178173392772676,0.0,,,0.5976624460637948
2026-01-12,1174699.1525939107,0.004639520828084498,0.0015704467845747416,0.0030690740435097563,2.9103830456733704e-11,1174699.1525939107,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.17469915259391078,1.1746991525939108,1.01941576724502,0.0,,,0.39349327219698654
2026-01-13,1164017.8753513535,-0.00909277683479326,-0.00199953967384503,-0.007093237160948229,9810.466332770797,1154207.4090185827,0.0,0.9915718937479292,0.9915718937479292,0.0,0.0,0.0,-0.0,0.16401787535135348,1.1640178753513535,1.0173774049742703,-0.00909277683479337,,,0.10509475085090382
2026-01-14,1194987.49892718,0.026605797240423223,-0.004915173617672908,0.03152097085809613,2.9103830456733704e-11,1194987.49892718,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.19498749892718004,1.19498749892718,1.0123768183941242,0.0,,,0.38682872188461703
2026-01-15,1199556.9768401214,0.003823870891573211,0.00272321687328958,0.001100654018283631,4727.179166715287,1194829.797673406,0.0,0.9960592291504421,0.9960592291504421,0.0,0.0,0.0,-0.0,0.19955697684012152,1.1995569768401215,1.0151337400281022,0.0,,,0.4013904088313092
2026-01-16,1177308.1211250299,-0.018547560594995294,-0.0008378597014612188,-0.017709700893534075,1.4551915228366852e-11,1177308.1211250299,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.1773081211250298,1.1773081211250298,1.014283200375739,-0.018547560594995405,,,0.38540576736229815
2026-01-20,1198510.2778497902,0.018009012546774672,-0.02035682271671191,0.03836583526348658,4.3655745685100555e-11,1198510.2778497902,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.19851027784979025,1.1985102778497903,0.9936356170811509,-0.0008725712996880963,,,0.3831148157752553
2026-01-21,1205276.0131428498,0.005645120795457759,0.011541072640074201,-0.005895951844616443,0.0,1205276.0131428498,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.2052760131428497,1.2052760131428497,1.0051032379156495,0.0,,,0.2928867353874004
2026-01-22,1245452.995217769,0.03333425840787663,0.005223227313606804,0.028111031094269823,0.0,1245452.995217769,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.24545299521776887,1.2454529952177689,1.010353120600925,0.0,,,0.18937020886468434
2026-01-23,1217571.753466919,-0.022386426350819333,0.00036285523418388976,-0.022749281585003223,0.0,1217571.753466919,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.21757175346691904,1.217571753466919,1.010719732519109,-0.022386426350819222,,,0.280406844713308
2026-01-26,1130707.509866967,-0.07134219675564446,0.005078130668289882,-0.07642032742393434,2.9103830456733704e-11,1130707.509866967,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.130707509866967,1.130707509866967,1.0158522993898602,-0.09213152627308785,,,0.47245347283884
2026-01-27,1180519.3794399567,0.044053717816776805,0.003984236282941422,0.04006948153383538,7677.697831978716,1172841.681607978,0.0,0.9934963390134085,0.9934963390134085,0.0,0.0,0.0,-0.0,0.18051937943995666,1.1805193794399567,1.0198996949791987,-0.05213654471677476,,,0.4056406691979883
2026-01-28,1182111.3860058784,0.0013485645332453888,-0.00010064846469670652,0.0014492129979420953,0.0,1182111.3860058784,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.1821113860058785,1.1821113860058785,1.0197970436407544,-0.05085828967862016,,,0.3797669206163487
2026-01-29,1136583.0042217895,-0.038514460078013735,-0.0019844122978083245,-0.03653004778020541,0.0,1136583.0042217895,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.13658300422178948,1.1365830042217895,1.0177733458460851,-0.08741397018917063,,,0.5803681618341595
2026-01-30,1030965.5710496637,-0.09292540252653292,-0.0029825370291508557,-0.08994286549738206,2.9103830456733704e-11,1030965.5710496637,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.030965571049663687,1.0309655710496637,1.0147377991548163,-0.17221639434943248,,,0.4735025377780815
2026-02-02,1067621.077093111,0.035554539426691845,0.004971313785747666,0.03058322564094418,8.731149137020111e-11,1067621.077093111,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.06762107709311094,1.067621077093111,1.0197823791646738,-0.1427849295055602,,,0.583532312273423
2026-02-03,1098330.9954132333,0.028764810829455145,-0.008455443552212283,0.03722025438166743,2.9103830456733704e-11,1098330.9954132333,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.0983309954132332,1.0983309954132332,1.0111596668221061,-0.11812730016262973,,,0.39411044765691383
2026-02-04,998068.27159336,-0.091286437548046,-0.0048438791641037815,-0.08644255838394221,8.731149137020111e-11,998068.2715933599,0.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.0,-0.0,-0.0019317284066400209,0.99806827159336,1.0062617315804043,-0.19863031730166048,,,0.5914616640860737
2026-02-05,951427.6082029715,-0.04673093486473556,-0.012489252246782212,-0.03424168261795335,5.820766091346741e-11,951427.6082029715,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,-0.048572391797028436,0.9514276082029716,0.9936942749884128,-0.2360790717464103,,,0.6956945047166546
2026-02-06,994125.0917218166,0.044877280363443406,0.019184793837257796,0.02569248652618561,0.0,994125.0917218166,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,-0.005874908278183377,0.9941250917218166,1.0127580947913288,-0.20179637807367212,,,0.43990835502060227
