year,start,end,strategy_return,benchmark_return,strategy_max_drawdown,strategy_sharpe,strategy_turnover_annualized,strategy_mode
2026,2026-01-01,2026-06-08,1.128892283161138,0.08698792111441311,-0.12357821322069484,4.148031699785743,77.24908589356772,mode_b
2025,2025-01-01,2025-12-31,0.225708327450864,0.17719073766190463,-0.2530743517264439,0.8719130978023856,80.18364573272923,mode_b
2024,2024-01-01,2024-12-31,0.02453493810300844,0.2488624543686917,-0.24330793942934792,0.22134850480482515,78.20635772035337,mode_b
2023,2023-01-01,2023-12-31,-0.0320742587638988,0.2617602833042272,-0.2310160150656485,-0.05056834781995371,83.04480978197343,mode_b
2022,2022-01-03,2022-12-31,-0.1816562132887688,-0.18646259383200026,-0.2498603490677178,-0.8115501982533598,77.92879516842021,mode_b
