signal_date,ticker,er3,er8,er20,adv20,adj_close,market_cap_used,vol20_ann,up_day_ratio20,er_consistency_penalty,er20_vol_score,book,stage,rank,trade_date,spy_ma,spy_above_ma,allow_new_buys,market_filter_mode,selection_style,spy_vol_ann,high_vol_regime,target_count_cap,name,industry_labels,spy_adj_close,spy_ma100,action,planned_holding,weight,market_value
2026-06-25,US.GE,0.05928574315893409,0.11758929695986797,0.1922405620285479,1771112782.3695,371.36,320867170774.2,0.32254574131339125,0.75,0.1329548188696138,0.5960102317449714,long,top50,5,,688.032540938475,True,True,configured_price_above_ma,waterfall,0.172291729200619,False,5,GE航天航空,航空航天与国防,734.3,703.16193939328,keep,True,0.20642349866471812,336740.9462059134
2026-06-25,US.MU,0.015354323114500024,0.24633928906414382,0.32867146962456606,57734847720.778,1213.56,462889718573.46,1.2747087306292975,0.55,0.31331714651006604,0.2578404475682125,long,top50,2,,688.032540938475,True,True,configured_price_above_ma,waterfall,0.172291729200619,False,5,美光科技,半导体,734.3,703.16193939328,keep,True,0.215910135490256,352216.6022315493
2026-06-25,US.GLW,0.10019628964161698,0.2824210474445088,0.21599100047038133,2798758779.223249,228.01,147681830777.04,1.065647446721183,0.5,0.2486548047770193,0.20268523247059722,long,top50,1,,688.032540938475,True,True,configured_price_above_ma,waterfall,0.172291729200619,False,5,康宁,电子元件,734.3,703.16193939328,watch,False,,
2026-06-25,US.SNDK,0.04050163368167803,0.18927718735356813,0.4901423378006393,20706322989.6275,2335.0,121549400442.0,1.3113603065309616,0.6,0.4496407041189613,0.3737663366502598,long,top50,3,,688.032540938475,True,True,configured_price_above_ma,waterfall,0.172291729200619,False,5,闪迪,计算机硬件,734.3,703.16193939328,watch,False,,
2026-06-25,US.AMAT,0.057011250510363154,0.18765509780495693,0.511773281006352,5837764335.795,668.0,310841112706.56,0.8831970450822959,0.8,0.45476203049598884,0.579455381849319,long,top50,4,,688.032540938475,True,True,configured_price_above_ma,waterfall,0.172291729200619,False,5,应用材料,半导体设备与材料,734.3,703.16193939328,watch,False,,
2026-06-25,US.APH,0.01017532491577633,0.08384095444339401,0.19915753249587076,1535995815.899,165.15,167018161817.65,0.47705431666643816,0.7,0.18898220758009443,0.41747349418729607,long,top50,6,,688.032540938475,True,True,configured_price_above_ma,waterfall,0.172291729200619,False,5,安费诺,电子元件,734.3,703.16193939328,watch,False,,
2026-06-25,US.PANW,0.03691366120630735,0.05821633515001712,0.2011124831027693,2552889597.5172496,293.09,136896240000.0,0.5662013167920287,0.55,0.16419882189646196,0.355196070970354,long,top50,7,,688.032540938475,True,True,configured_price_above_ma,waterfall,0.172291729200619,False,5,Palo Alto Networks,软件基础设施,734.3,703.16193939328,watch,False,,
2026-06-25,US.RTX,0.03973302106942456,0.026716838785550756,0.07816180762927138,1033742964.4030001,186.59,274094324758.222,0.34153400266844613,0.55,0.06446115112759443,0.22885512721598378,long,top50,8,,688.032540938475,True,True,configured_price_above_ma,waterfall,0.172291729200619,False,5,雷神技术,航空航天与国防,734.3,703.16193939328,watch,False,,
2026-06-25,US.LIN,0.02433446371279746,0.0075799613757198125,0.04990686212059536,1375615866.4716525,522.28,234982542566.04,0.18282789359288812,0.45,0.0590814030819532,0.27297181595126524,long,top50,9,,688.032540938475,True,True,configured_price_above_ma,waterfall,0.172291729200619,False,5,林德气体,特殊化工用品,734.3,703.16193939328,watch,False,,
2026-06-25,US.ENB,0.0389196861624711,0.004557089637934664,0.022245837038293637,209273412.6845,56.19,120464993236.8,0.20658052861711743,0.55,0.05205134392489541,0.10768603017530631,long,top50,10,,688.032540938475,True,True,configured_price_above_ma,waterfall,0.172291729200619,False,5,恩桥,油气中游,734.3,703.16193939328,watch,False,,
2026-06-25,US.CRWD,0.018307180316052052,0.003965900831821467,0.07311707172561466,2524393954.031,678.65,103366762731.75,0.6078783621692497,0.5,0.08349245037802377,0.12028240561926251,long,top50,11,,688.032540938475,True,True,configured_price_above_ma,waterfall,0.172291729200619,False,5,CrowdStrike,软件基础设施,734.3,703.16193939328,watch,False,,
2026-06-25,US.CSCO,,,,,,,,,,,,held_buffer,,,,,True,,,,,5,思科,通讯设备,734.3,703.16193939328,keep,True,,
2026-06-25,US.KLAC,,,,,,,,,,,,held_buffer,,,,,True,,,,,5,科磊,半导体设备与材料,734.3,703.16193939328,keep,True,,
2026-06-25,US.DELL,,,,,,,,,,,,held_buffer,,,,,True,,,,,5,戴尔科技,计算机硬件,734.3,703.16193939328,keep,True,,
