date,book,ticker,shares,weight,gross_market_value,net_market_value,name,industry_labels,market_value
2026-04-24,long,US.ARM,456.3580484573868,0.11915527615937195,107157.433358279,107157.433358279,Arm Holdings,半导体,
2026-04-24,long,US.AMD,295.08378143329935,0.11412436637570492,102633.09002031585,102633.09002031585,美国超微公司,半导体,
2026-04-24,long,US.STX,154.42887258994742,0.10067052450283374,90533.92655585667,90533.92655585667,希捷科技,计算机硬件,
2026-04-24,long,US.MU,177.97072979399732,0.0982994760283883,88401.62090327435,88401.62090327435,美光科技,半导体,
2026-04-24,long,US.MRVL,534.6466417141033,0.09768363531721795,87847.78970004432,87847.78970004432,迈威尔科技,半导体,
2026-04-24,long,US.WDC,216.04405723933863,0.09705427381427746,87281.7991246928,87281.7991246928,西部数据,计算机硬件,
2026-04-24,long,US.ADI,212.93402561966013,0.09460822904603775,85082.04861684759,85082.04861684759,亚德诺,半导体,
2026-04-24,long,US.AVGO,200.3192229268953,0.09416889856626115,84686.95468457426,84686.95468457426,博通,半导体,
2026-04-24,long,US.TXN,298.92037915309845,0.09211825697057648,82842.7938784897,82842.7938784897,德州仪器,半导体,
2026-04-24,long,US.ANET,468.2704218361809,0.09211706321933029,82841.72032703875,82841.72032703875,Arista Networks,计算机硬件,
