year,start,end,strategy_return,benchmark_return,strategy_max_drawdown,strategy_sharpe,strategy_turnover_annualized,strategy_mode
2026,2026-01-01,2026-06-09,1.1439067318864367,0.08379703911877123,-0.154708357783505,3.406347447638962,32.215385576976075,mode_b
2025,2025-01-01,2025-12-31,0.5863419359783262,0.17719073766190463,-0.3423871379768795,1.418553468180855,30.876429792420083,mode_b
2024,2024-01-01,2024-12-31,0.26149093580180693,0.2488624543686917,-0.19650045254033421,0.9509400463853424,32.2327030709186,mode_b
2023,2023-01-01,2023-12-31,0.45145357290203036,0.2617602833042272,-0.231704206602103,1.5637322198792278,32.787321245789876,mode_b
2022,2022-01-03,2022-12-31,-0.07203558240608465,-0.18175224376771626,-0.18963892967616858,-0.1513379432894044,30.406278355541613,mode_b
