date,underlying_return,strategy_return,nav,exposure,raw_exposure
2022-03-02,0.0168008187909029,0.013493127371126842,0.858608467079824,0.8031232012592704,0.8045658007366592
2022-03-03,-0.0127330718909088,-0.010226978933730198,0.8498274963746763,0.8031823758909341,0.8033598997859251
2022-03-04,-0.0324883044669127,-0.02610279616739269,0.8276446224593624,0.803452091320332,0.8042612376085255
2022-03-07,-0.0367429950550687,-0.029556972948079744,0.8031819527427073,0.804424704730279,0.8073425449601199
2022-03-08,0.00298248376571,0.002405139421341558,0.8051137173197589,0.8064216305194201,0.8124124078868433
2022-03-09,0.0067409202779267,0.005445318798040735,0.8094978181792407,0.807800504015981,0.8119371245056641
2022-03-10,-0.0044501065298052,-0.003598256790120043,0.8065850371583899,0.8085776747186215,0.8109091868265433
2022-03-11,-0.014261457800497,-0.011542216412456867,0.7972752581044582,0.809329352855823,0.8115843872674271
2022-03-14,-0.0129899208312206,-0.010528142726754055,0.7888814303946248,0.8104855190071838,0.813954017461266
2022-03-15,-0.0054933725333703,-0.004460402813453296,0.7853627014430116,0.811960737481014,0.816386392902505
2022-03-16,0.0589371210107563,0.0479361771669621,0.8230099870397078,0.8133443972978172,0.8174953767482267
2022-03-17,0.0340728113487166,0.027668722868627,0.8457816222892218,0.8120469598311905,0.8081546474313104
2022-03-18,0.0261043438295666,0.02115021906356959,0.8636700888805801,0.810218375978261,0.8047326244194727
2022-03-21,-0.0146155865580031,-0.011815113486047638,0.8534657287659511,0.8083913320316249,0.802910200191717
2022-03-22,0.0156564100867138,0.012638802386416985,0.8642525134554033,0.8072605607809424,0.8038682470288946
2022-03-23,-0.0116515927915743,-0.009393057364431546,0.8561345400191626,0.8061607998542495,0.8028615170741707
2022-03-24,0.0204325171691995,0.016458801953527485,0.8702254888589123,0.8055200354040521,0.8035977420534604
2022-03-25,-0.01087184914009,-0.008749003306596403,0.8626118831794012,0.8047392116888752,0.8023967405433441
2022-03-28,0.0026036288302116,0.0020941103024690127,0.8644182876109994,0.8043044685055287,0.803000238955489
2022-03-29,0.0159232048372803,0.01280130598781679,0.8754839706121723,0.8039402945973323,0.802847772872743
2022-03-30,-0.0124440308331225,-0.009998335466662529,0.8667305881783061,0.8034643758716653,0.802036619694664
2022-03-31,-0.010266756059252,-0.008246911186054673,0.8595827379953627,0.8032635759980756,0.8026611763773066
2022-04-01,-0.0015458656398841,-0.0012417398698817827,0.8585153598381318,0.8032650689971227,0.803269547994264
2022-04-04,0.0165419851882717,0.013288027155176687,0.8699233352527972,0.8032909595758752,0.8033686313121325
2022-04-05,-0.0202302453241608,-0.01624636212202538,0.8557902457298802,0.8030729168974781,0.8024187888622869
2022-04-06,-0.0166888560455091,-0.013404700152703277,0.8443186340922629,0.8032126417862192,0.8036318164524427
2022-04-07,-0.0118880331347933,-0.009553670034768274,0.8362522924579392,0.8036375678334097,0.8049123459749808
2022-04-08,-0.0098484070203941,-0.007920358750250243,0.8296288742959531,0.8042273977759804,0.8059968876036929
2022-04-11,-0.0091308956043588,-0.0073496776137285036,0.8235313695308374,0.8049240657422476,0.8070140696410488
2022-04-12,-0.0053828510024686,-0.004337006485494993,0.8199597086401736,0.8057080687364413,0.8080600777190226
2022-04-13,0.0084207838980456,0.006791044130512472,0.8255280912067913,0.806462226407285,0.8087246994198166
2022-04-14,-0.0138625414780511,-0.011183924777219254,0.8162954471332531,0.8067730433793137,0.8077054942953997
2022-04-18,0.0039343686915296,0.0031767740885354306,0.8188886333582953,0.8074418890570135,0.809448426090113
2022-04-19,0.0171886556105579,0.013885242887548744,0.8302591009303281,0.8078143632722457,0.8089317859179422
2022-04-20,-0.0005350823255834,-0.0004321264899453127,0.8299003239792979,0.8075887938816992,0.8069120857100601
2022-04-21,-0.0227106515830063,-0.01833735445119031,0.8146821475793319,0.8074340969112309,0.8069700059998256
2022-04-22,-0.0119838682711888,-0.009683214959566696,0.8067934052205997,0.8080208110136478,0.8097809533208983
2022-04-25,-0.0032643563821678,-0.0026405358414964774,0.8046630383174317,0.8088993762816257,0.8115350720855595
2022-04-26,-0.0245214425281354,-0.019854674195557778,0.7886867158544315,0.8096862235073214,0.8120467651844085
2022-04-27,0.0066901700681046,0.00542824512552559,0.7929679006753352,0.811376253558151,0.8164463437106395
2022-04-28,0.0306656970127804,0.02491046907566934,0.8127211030431066,0.8123235896215736,0.8151655978118413
2022-04-29,-0.0053472318867895,-0.00434083960812087,0.8091932110886615,0.8117919140265912,0.810196887241644
2022-05-02,0.0087499769008703,0.007101380891772247,0.8149396002956383,0.8115885301441107,0.810978378496669
2022-05-03,0.025718659053524,0.02086100166765778,0.831940056656446,0.8111232247467965,0.809727308554854
2022-05-04,0.0217647799854382,0.017629554399937217,0.8466067891427577,0.8100037956612623,0.8066455084046598
2022-05-05,-0.0217987342200227,-0.01762779081597295,0.8316829817603666,0.8086612111533231,0.8046334576295052
2022-05-06,-0.0351678016131244,-0.028421469055894787,0.80804532962995,0.8081673505940183,0.8066857689161041
2022-05-09,-0.0309723736108111,-0.02505466905139798,0.7878000213175438,0.8089360333252757,0.811242081519048
2022-05-10,-0.0004907541188783,-0.000397943869326872,0.7874865211288049,0.8108823828854228,0.8167214315658644
2022-05-11,-0.0290553185685231,-0.023603572255286736,0.7688990261272768,0.8123666653188074,0.8168195126189612
2022-05-12,-0.0024664507915785,-0.0020104962108529988,0.7673531575487194,0.8151373697450921,0.8234494830239462
2022-05-13,0.0439315514386312,0.03590843864196886,0.7949076113232786,0.8173724229186403,0.824077582439285
2022-05-16,-0.0029293605145592,-0.0023923559249264667,0.7930059093895602,0.8166819730914752,0.8146106236099798
2022-05-17,0.0418670649764806,0.03417609029883214,0.8201077509563653,0.8163001232121484,0.815154573574168
2022-05-18,-0.0220806950418433,-0.017982500000884413,0.8053601633240672,0.8143991829427136,0.8086963621344094
2022-05-19,-0.0003737063518801,-0.00030411055417097995,0.8051152447984915,0.8137687589226495,0.8118774868624575
2022-05-20,-0.0047635802386676,-0.003874271053451418,0.8019960101108763,0.8133107577369313,0.8119367541797767
2022-05-23,0.0088046552181968,0.007159600943738625,0.8077379815017408,0.8131608525614608,0.8127111370350493
2022-05-24,-0.0216225964064324,-0.017572662722974655,0.7935438743842744,0.8126990113799215,0.8113134878353039
2022-05-25,0.0197089767145532,0.01602879939923506,0.8062634299612716,0.8132740543246633,0.8149991831588882
2022-05-26,0.0264069038705729,0.021465399597880075,0.8235701966665478,0.8128707440708527,0.8116608133094209
2022-05-27,0.0345907742430302,0.028076166612447287,0.8466928907252039,0.8116663251070317,0.8080530682155687
2022-05-30,0.0066406638151309,0.0053783104397111614,0.8512466679386205,0.809905543999466,0.8046232006767686
2022-05-31,-0.0045496360331288,-0.0036781773380329405,0.8481156317355325,0.8084552942806384,0.8041045451241557
2022-06-01,-0.0026885245351438,-0.0021708639567926975,0.8462744880794054,0.8074555126485337,0.8044561677522193
2022-06-02,0.0253366301439449,0.02044057809724761,0.8635728278447008,0.8067599353630941,0.8046732035067751
2022-06-03,-0.0186065381047163,-0.014993140014022119,0.8506251595245202,0.8057995490424802,0.8029183900806386
2022-06-06,0.0101274096139636,0.008156542968314974,0.8575633201881118,0.8053928180280958,0.8041726249849426
2022-06-07,0.0059754891178295,0.004809726982427953,0.8616879656283609,0.8049093367230511,0.8034588928079168
2022-06-08,-0.0104070174963449,-0.00837194748569353,0.8544739592310663,0.8044521390142644,0.8030805458879041
2022-06-09,-0.016363529407616,-0.013160862463272326,0.8432283449751785,0.8042801852482342,0.8037643239501435
2022-06-10,-0.0210170668482208,-0.01690765299979493,0.8289713327187468,0.8044725328180724,0.8050495755275867
2022-06-13,-0.0381118229066324,-0.030685155588493485,0.8035342183958712,0.8051348177091133,0.8071216723822363
2022-06-14,-0.007704377399024,-0.006216910880961915,0.7985387177703007,0.806932287838013,0.812324698224712
2022-06-15,-0.0157293856082436,-0.01271881928815779,0.7883822481243831,0.8086024212854185,0.8136128216276349
2022-06-16,-0.0530432192517613,-0.04299613971880833,0.7544848548321988,0.810586919974331,0.8165404160410684
2022-06-17,0.0010261226852986,0.0008366925214584139,0.7551161266677906,0.8153922853922071,0.8298083816458358
2022-06-20,-0.0135866881473525,-0.01112641872001287,0.7467143884602505,0.818920593403107,0.8295055174358066
2022-06-21,0.0052475549661989,0.004316759902800883,0.7499377751912002,0.8226230941088657,0.8337305962261418
2022-06-22,-0.0185681053979036,-0.015318355715836972,0.738449961586078,0.8249821609460739,0.8320593614576988
2022-06-23,0.0115720399503652,0.00958529589888138,0.7455282229743981,0.8283151406316117,0.8383140796882248
2022-06-24,0.0197701270698183,0.016405781087513262,0.757759195795079,0.8298267901655951,0.834361738767545
2022-06-27,0.0096443575901413,0.00799937452593732,0.7638207954027169,0.8294357038476546,0.8282624448938329
2022-06-28,-0.0020385845356374,-0.0016888996231229209,0.7625307787492278,0.8284668080221929,0.8255601205458073
2022-06-29,-0.025034601934226,-0.020725637931006978,0.7467268419176225,0.8278796677278886,0.8261182468449758
2022-06-30,-0.0090187908419235,-0.007479650805057732,0.7411415858933151,0.8293407548924259,0.8337240163860377
2022-07-01,-0.0121503547754412,-0.010099360612640216,0.7336565297523545,0.8311988249967369,0.8367730353096703
2022-07-04,-0.0031925494444946,-0.0026616079469900067,0.7317038237024045,0.8336935710047728,0.8411778090288806
2022-07-05,0.0050582634863763,0.0042280380352053525,0.7347974952995234,0.8358674961462487,0.8423892715706759
2022-07-06,0.004643404030367,0.0038866273470619557,0.7376533793393072,0.8370211426023095,0.8404820819704922
2022-07-07,0.0228453800773198,0.019132107566537753,0.7517662431396469,0.8374606814062826,0.8387792978182016
2022-07-08,0.0097921341531602,0.008185052653621091,0.7579194894229598,0.8358803633199349,0.8311394090608916
2022-07-11,-0.0202681785258738,-0.016902796614629064,0.7451085304429801,0.8339573579861366,0.828188341984742
2022-07-12,0.0023530863369939,0.0019627441585970914,0.7465709878586279,0.8341148081733898,0.8345871587351497
2022-07-13,0.0035974304908782,0.0030003927033308057,0.7488109940031173,0.8340377141236588,0.833806431974466
2022-07-14,-0.0036701992314376,-0.003059798741411299,0.7465197830661117,0.8336873691221363,0.8326363341175684
2022-07-15,0.0079941440091384,0.006664909019109279,0.7514952695012125,0.8337239123401301,0.8338335419941117
2022-07-18,-0.0219753051266062,-0.018307880596036205,0.7377369838386982,0.8331115536534814,0.8312744775935352
2022-07-19,0.0059906675642758,0.004999309332374431,0.7414251592268407,0.8345162335808542,0.8387302733629725
2022-07-20,0.0085657362506742,0.007152736964558212,0.7467283783696961,0.8350405330300974,0.8366134313778265
2022-07-21,0.0075736445783776,0.006321805961494562,0.7514490502836907,0.8347112009379237,0.833723204661403
2022-07-22,-0.0447833398549779,-0.0373429368278516,0.7233877358695977,0.8338577906154254,0.8312975596479304
2022-07-25,-0.007032538896781,-0.005888738309000522,0.7191278947971212,0.8373559528687387,0.8478504396286788
2022-07-26,-0.0018973749493954,-0.0015951761931574336,0.7179807590995054,0.8407279719096838,0.8508440290325194
2022-07-27,0.0146609420339096,0.012365982512349584,0.7268592966107335,0.8434643888331352,0.8516736396034893
2022-07-28,0.029388424953129,0.024803120906935507,0.7448876756268995,0.8439758492159243,0.8455102303642916
2022-07-29,-0.0114528081873715,-0.009639352711451511,0.7377074405911185,0.8416584433921102,0.8347062259206679
2022-08-01,0.0003996979332482,0.0003361182749811188,0.7379553975434906,0.8409307304884157,0.8387475917773326
2022-08-02,-0.0059759364794926,-0.005021870167307507,0.7342494813477634,0.8403486523896083,0.8386024180931861
2022-08-03,0.0077919478493354,0.006548861576803863,0.7390579795639499,0.8404652730526727,0.840815135041866
2022-08-04,0.0386038104807352,0.032421001342559104,0.7630189793116219,0.8398394080485512,0.8379618130361866
2022-08-05,0.0097686399954211,0.00817006112841811,0.769252891014741,0.8363560467217239,0.8259059627412417
2022-08-08,-0.0014148319663292,-0.0011786878773756338,0.7683461819574658,0.83309389766882,0.8233074505101081
2022-08-09,-0.0239242631449339,-0.019874808703040463,0.7530754485733496,0.830738592977275,0.8236726789026403
2022-08-10,0.0354560903830991,0.029452565519785923,0.7752554525637984,0.8306771897734421,0.8304929801619431
2022-08-11,0.0217349802604235,0.018002141979379514,0.7892117112911399,0.8282566518893515,0.8209950382370798
2022-08-12,0.022764993198913,0.01878712384450842,0.8040387294507029,0.8252637582780161,0.81628507744401
2022-08-15,-0.010903052837936,-0.008962285355693562,0.7968327049203364,0.8219977917111667,0.8121998920106185
2022-08-16,-0.0122899814307775,-0.01007799495305572,0.7888022289417195,0.8200171017197506,0.8140750317455023
2022-08-17,-0.0163802518356782,-0.013417318433147146,0.7782186182552322,0.8191155159118237,0.8164107584880432
2022-08-18,0.0065075056276705,0.005331706261878421,0.7823678513352941,0.8193164273585144,0.819919161698586
2022-08-19,-0.0196415975563143,-0.016088590050731294,0.7697806557062891,0.8191080183067492,0.8184827911514536
2022-08-22,-0.0111965776346159,-0.009182371747060885,0.7627122435618976,0.8201052184617739,0.8230968189268479
2022-08-23,-0.0122543873393337,-0.010068066298801167,0.755033206126809,0.821588711047597,0.8260391888050664
2022-08-24,0.0076354864580763,0.006288417331806613,0.7597811700263063,0.8235778252419204,0.8295451678248904
2022-08-25,0.0371479346563268,0.03062913896915196,0.7830526130691869,0.8245179510655621,0.8273383285364874
2022-08-26,-0.0284105844309385,-0.023380542174554615,0.7647444184244276,0.8229518203467058,0.8182534281901367
2022-08-29,-0.0208632595650285,-0.017181006422295177,0.7516053396600632,0.823505376460656,0.8251660448025068
2022-08-30,0.0153814179392618,0.01269634413907976,0.7611479797091573,0.8254339222310407,0.8312195595421945
2022-08-31,-0.0089425395087049,-0.007384365446445462,0.7555273848681612,0.825757094979265,0.8267266132239379
2022-09-01,-0.0035874964201873,-0.002965586641207119,0.75328680294853,0.8266451847922092,0.8293094542310414
2022-09-02,-0.0138773142788482,-0.011484605542203041,0.7446356011565188,0.8275812820430157,0.8303895737954353
2022-09-05,-0.0016250698369624,-0.0013478273754985364,0.7436319609085092,0.8293965864371167,0.8348424996194197
2022-09-06,-0.0081269152277299,-0.006752610829474815,0.7386105036761348,0.8308947048486723,0.8353890600833391
2022-09-07,0.0094573665942686,0.007875397286425402,0.7444273548325111,0.8327262359902691,0.8382208294150596
2022-09-08,0.0079730684488259,0.006643826561739683,0.7493732010658329,0.833283522445871,0.8349553818126768
2022-09-09,0.0260086009939761,0.021666452420064933,0.7656094598715976,0.833049514085096,0.8323474890027711
2022-09-12,0.0024825952809537,0.0020630054319183055,0.7671889163460408,0.830987413754284,0.8248011127618482
2022-09-13,-0.025841756973971,-0.02142997011108297,0.7507480807991911,0.8292768224957852,0.8241450487202887
2022-09-14,-0.0016458882010214,-0.00136587310260083,0.7497226541887982,0.8298699156803001,0.8316491952338453
2022-09-15,-0.0172473469501427,-0.014322967287983168,0.7389844011377922,0.8304446666137636,0.8321689194141538
2022-09-16,-0.0081734388572248,-0.006803035782466141,0.7339570638141675,0.8323345780525037,0.838004312368724
2022-09-19,-0.0067476773834921,-0.005630932429772868,0.7298242011814754,0.8344993558151876,0.8409936891032392
2022-09-20,-0.006662636497826,-0.005575091879237906,0.7257553642041973,0.8367696303193254,0.8435804538317386
2022-09-21,-0.0125917801087647,-0.010566246727594566,0.7180868539621404,0.8391384408182103,0.8462448723148654
2022-09-22,-0.0232461080398617,-0.01957910313640033,0.7040273573875224,0.8422529527448936,0.8515964885249439
2022-09-23,-0.0182085754807141,-0.015428844111811715,0.6931650290399396,0.8473394378463828,0.8625988931508504
2022-09-26,-0.0295964278614043,-0.02526243431211727,0.6756539930263613,0.8535636270166629,0.8722361945275035
2022-09-27,0.0120365321455182,0.010383776222411455,0.6826698328937258,0.8626883637973626,0.8900625741394618
2022-09-28,-0.0072374276704086,-0.0062796092037452015,0.6783829331279673,0.8676576112007868,0.8825653534110594
2022-09-29,-0.0301296029930227,-0.026288538566320876,0.6605492372276989,0.8725152658801604,0.8870882299182813
2022-09-30,0.008401389083881,0.007404716896103548,0.6654404173253071,0.8813681668797272,0.9079268698784277
2022-10-03,0.0234018758759908,0.020745645531796905,0.6792454083456689,0.8864949819292453,0.9018754270777994
2022-10-04,0.031760617895771,0.028152997988627176,0.6983682029606089,0.8864121624150082,0.8861637038722971
2022-10-05,0.0106204761449715,0.009363880380161218,0.7049076392744401,0.8816817864229896,0.8674906584469333
2022-10-06,-0.0170340912473044,-0.01493424746734102,0.6943803741478964,0.8767269853450107,0.861862582111074
2022-10-07,-0.0174294395765646,-0.01525636749863394,0.6837866519760573,0.8753217469566523,0.8711060317915771
2022-10-10,-0.0324550435327926,-0.028458057261490147,0.66432741227948,0.8768454503145592,0.8814165603882799
2022-10-11,0.0023543687949087,0.002079947011389046,0.6657091780952346,0.8834414624789929,0.9032294989722942
2022-10-12,-0.0181481623108795,-0.01611500031795609,0.6549812744785636,0.8879687123084321,0.9015504617967496
2022-10-13,0.0138171004867832,0.012363008040481283,0.6630788132413068,0.8947613902285191,0.9151394239887799
2022-10-14,-0.0100294818969251,-0.008999074791484207,0.6571117174082997,0.8972621800377544,0.9047645494654604
2022-10-17,0.020721617287287,0.018670824097243376,0.6693805346962675,0.9010312196383525,0.9123383384401473
2022-10-18,0.0100276598547477,0.00902560176587828,0.6754220968322666,0.9000705943974572,0.8971887186747713
2022-10-19,-0.0099120905394018,-0.008897416028320703,0.6694125854420292,0.8976326429780239,0.8903187887197241
2022-10-20,-0.0033491099629615,-0.003005867385641682,0.667400419983911,0.897512299949596,0.8971512708643123
2022-10-21,0.0282654225276395,0.02538277512214334,0.6843408947607866,0.8980150605327994,0.8995233422824099
2022-10-24,-0.0108160444643049,-0.009666558801879423,0.6777256732610507,0.893724025800836,0.8808509216049455
2022-10-25,0.0199549192290249,0.0178046261899651,0.6897923255328062,0.8922424583943117,0.8877977561747387
2022-10-26,-0.006872755731931,-0.006103300044536118,0.6855823160016612,0.8880426254900969,0.8754431267774527
2022-10-27,-0.0157728047492868,-0.013973610961593181,0.6760022554357059,0.8859306371763098,0.8795946722349486
2022-10-28,-0.0045548112405989,-0.004039514885052651,0.6732715342625443,0.8868676815949691,0.8896788148509471
2022-10-31,-0.0299522521353743,-0.026607514439941807,0.6553574521926518,0.8883310116275938,0.8927210017254678
2022-11-01,0.0261328259225325,0.0233864886858383,0.6706839618335352,0.8949085244421949,0.9146410628859988
2022-11-02,0.0013273895974044,0.0011881464575417282,0.6714808326069178,0.8951000217758598,0.8956745137768545
2022-11-03,-0.0284839546999098,-0.025493549656096275,0.6543624026577365,0.8950144010788293,0.8947575389877378
2022-11-04,0.0567226694596588,0.05106466887839516,0.6877772020759249,0.9002515108128398,0.9159628400148714
2022-11-07,0.0158091864339642,0.014141965413317647,0.697503723479751,0.8945409981968001,0.8774094603486811
2022-11-08,0.0047022143621554,0.00417543164686556,0.700416102600575,0.8879713524909626,0.86826241537345
2022-11-09,-0.0294986900544508,-0.02602966320195667,0.6821845073486549,0.882400647415504,0.865688532189128
2022-11-10,0.0478096457462077,0.04219524295179056,0.710969448374179,0.8825675717360345,0.8830683446976262
2022-11-11,0.051424907748776,0.045056829669466336,0.7430034777097687,0.8761674379578982,0.8569670366234892
2022-11-14,0.0034358639833375,0.0029756616902580748,0.7452144046941181,0.8660592225678276,0.8357345763976158
2022-11-15,0.0123740685322491,0.010619140566273624,0.7531279412095769,0.858176964075978,0.8345301886004289
2022-11-16,-0.0321780737500561,-0.02739157052179682,0.7324985840959991,0.851249541366629,0.8304672732385818
2022-11-17,-0.0017125672618072,-0.0014538161781565823,0.7314336658039636,0.8489104110412757,0.841893020065216
2022-11-18,0.0025419077169244,0.002153815723572811,0.7330090391341226,0.8473225480344488,0.8425589590139679
2022-11-21,-0.007786114939858,-0.006586166089952601,0.7281813198569488,0.8458860600987631,0.8415765962917061
2022-11-22,0.0038928300367646,0.0032916799447558777,0.7305782597036679,0.8455750478876933,0.8446420112544841
2022-11-23,0.0130285762204234,0.011008576088754801,0.7386208860644058,0.8449561872691755,0.8430996054136218
2022-11-24,0.0067749656698199,0.005713131002398196,0.7428407239475991,0.8432708416292343,0.8382148047094105
2022-11-25,-0.0092384108249389,-0.007773284295889,0.7370664118137905,0.8414092470217042,0.8358244631991139
2022-11-28,-0.0328030021926361,-0.027582015183672225,0.7167366348517678,0.8408381349272986,0.8391247986440817
2022-11-29,0.006720842805071,0.005670877843378577,0.7208011607538863,0.8437748073946612,0.8525848247967482
2022-11-30,0.044578565494226,0.037679768410499116,0.7479607815611117,0.845244076222676,0.8496518827067207
2022-12-01,-0.0058839671497653,-0.004955490439687327,0.7442542690588245,0.8422022614257783,0.8330768170350848
2022-12-02,-0.0073694573153874,-0.006193395464423712,0.7396448080444575,0.8404140494160846,0.8350494133870034
2022-12-05,-0.010603283101029,-0.008903752516861905,0.7330591937232478,0.8397165700496894,0.8376241319505036
2022-12-06,-0.0096332274881747,-0.008093585617949966,0.7271261163758234,0.8401738283337826,0.8415456031860624
2022-12-07,0.0069501031565587,0.0058482606889957,0.7313785394581662,0.8414638685580934,0.8453339892310257
2022-12-08,0.0368399927281748,0.031009928052583968,0.7540585353459679,0.8417463130731818,0.8425936466184472
2022-12-09,-0.0011944340579911,-0.0010019071649580227,0.753303038696607,0.8388132925840333,0.8300142311165873
2022-12-12,0.0057214897150957,0.004787201224812135,0.7569092519261101,0.8367053797512702,0.8303816412529813
2022-12-13,-0.0013481265756903,-0.0011252724740720558,0.7560575227795473,0.8346934882548894,0.8286578137657471
2022-12-14,-0.0023662744878561,-0.0019717802229979715,0.7545667435086818,0.8332846561619529,0.8290581598831437
2022-12-15,-0.0377170692007025,-0.03139590463009119,0.7308764379924447,0.8324057328798607,0.8297689630335846
2022-12-16,0.0153653746362173,0.012830578605422817,0.7402540055809582,0.8350319409186557,0.8429105650350406
2022-12-19,-0.0240971471946928,-0.02013540625172279,0.7253486904491205,0.8355929475401739,0.8372759674047283
2022-12-20,-0.0061921978149943,-0.005191068932852874,0.7215833553966445,0.838324144019235,0.8465177334564187
2022-12-21,-0.0047368125897314,-0.0039837473452767015,0.7187087496201873,0.8410185688816959,0.8491018434690782
2022-12-22,-0.011464990192027,-0.009671297334994952,0.711757903605348,0.8435504237692746,0.8511459884320108
2022-12-23,-0.0030145538291406,-0.002552576167721597,0.7099410873434174,0.846750899933107,0.8563523284246044
2022-12-27,-7.894287144158407e-05,-6.706254211199249e-05,0.7098934768893504,0.8495072561633035,0.8577763248538923
2022-12-28,-0.008384900465756,-0.007140446593868813,0.7048245204302862,0.8515839422340733,0.8578140004463829
2022-12-29,0.0243234135979569,0.02077635241464792,0.7194682030572309,0.8541709135922055,0.8619318276666019
2022-12-30,0.0020419068415866,0.001742314487661852,0.7207217429308296,0.8532781477474463,0.8505998502131684
2023-01-03,0.004409372574051,0.0037584857200339784,0.723430565309753,0.8523856074563834,0.8497079865831946
2023-01-04,0.0212056230980929,0.018051169246396374,0.7364893328821756,0.8512444629849043,0.8478210295704673
2023-01-05,0.0212854882269452,0.018056480266317797,0.7497877379877161,0.8483000283479607,0.8394667244371298
2023-01-06,0.0175083816508344,0.014781608034178963,0.7608708064394842,0.8442589571649253,0.8321357436158185
2023-01-09,0.0057893128440886,0.004862482494557537,0.7645705274164162,0.8399066738157985,0.8268498237684179
2023-01-10,0.0282003519406587,0.023582261661651224,0.7826008296527368,0.8362399771206683,0.825239887035278
