total_return,cagr,ann_vol,sharpe,sortino,max_drawdown,calmar,final_nav,daily_win_rate,best_day,worst_day,rule,full_dd,gamma,smooth,max_delta,dd_source,avg_exposure,min_exposure,max_exposure,days_at_130,days_at_80,return_vs_1x,sharpe_vs_1x
23.175051088972175,1.0443544854999067,0.37985973736523804,2.0308566664566343,3.1667878449992353,-0.4138416582283768,2.523560556882323,24.175051088972175,0.5369886858137511,0.1344492059919179,-0.1264720200651625,static_1.0,,,0.0,999.0,none,1.0,1.0,1.0,0,0,0.0,0.0
54.26437396813915,1.461311856102287,0.49381765857480947,2.030856666456634,3.1667878449992344,-0.5084307591955195,2.8741609937496575,55.26437396813915,0.5369886858137511,0.17478396778949326,-0.16441362608471127,static_1.3,,,0.0,999.0,none,1.3,1.3,1.3,1149,0,1.341499648040077,-4.440892098500626e-16
12.479448352584857,0.7930954393446845,0.3038877898921905,2.030856666456634,3.1667878449992357,-0.34353070875462244,2.3086595146612576,13.479448352584857,0.5369886858137511,0.10755936479353433,-0.10117761605213,static_0.8,,,0.0,999.0,none,0.8,0.8,0.8,0,1149,-0.461513663781169,-4.440892098500626e-16
12.845109532655789,0.8039021407071774,0.30735335823409055,2.0305208297155994,3.183335475581241,-0.34698221415232755,2.316839618627423,13.845109532655789,0.5369886858137511,0.10756661735595939,-0.10139975709509155,custom_gamma,0.5,4.0,0.75,999.0,levered,0.8153074782368116,0.8,0.9010312196383525,0,485,-0.4457354383668167,-0.00033583674103487837
12.845109532655789,0.8039021407071774,0.30735335823409055,2.0305208297155994,3.183335475581241,-0.34698221415232755,2.316839618627423,13.845109532655789,0.5369886858137511,0.10756661735595939,-0.10139975709509155,custom_gamma,0.5,4.0,0.75,0.02,levered,0.8153074782368116,0.8,0.9010312196383525,0,485,-0.4457354383668167,-0.00033583674103487837
12.845109532655789,0.8039021407071774,0.30735335823409055,2.0305208297155994,3.183335475581241,-0.34698221415232755,2.316839618627423,13.845109532655789,0.5369886858137511,0.10756661735595939,-0.10139975709509155,custom_gamma,0.5,4.0,0.75,0.05,levered,0.8153074782368116,0.8,0.9010312196383525,0,485,-0.4457354383668167,-0.00033583674103487837
12.845109532655789,0.8039021407071774,0.30735335823409055,2.0305208297155994,3.183335475581241,-0.34698221415232755,2.316839618627423,13.845109532655789,0.5369886858137511,0.10756661735595939,-0.10139975709509155,custom_gamma,0.5,4.0,0.75,0.1,levered,0.8153074782368116,0.8,0.9010312196383525,0,485,-0.4457354383668167,-0.00033583674103487837
12.831590100013466,0.8035065535187824,0.3072525045250217,2.0303914135218983,3.1837039741057587,-0.3478394142015887,2.3099928320748435,13.831590100013466,0.5369886858137511,0.10756598058039323,-0.10131946134085658,custom_gamma,0.5,4.0,0.9,999.0,levered,0.8155215602334014,0.8,0.8940603346773746,0,453,-0.446318799870117,-0.0004652529347359824
12.831590100013466,0.8035065535187824,0.3072525045250217,2.0303914135218983,3.1837039741057587,-0.3478394142015887,2.3099928320748435,13.831590100013466,0.5369886858137511,0.10756598058039323,-0.10131946134085658,custom_gamma,0.5,4.0,0.9,0.02,levered,0.8155215602334014,0.8,0.8940603346773746,0,453,-0.446318799870117,-0.0004652529347359824
12.831590100013466,0.8035065535187824,0.3072525045250217,2.0303914135218983,3.1837039741057587,-0.3478394142015887,2.3099928320748435,13.831590100013466,0.5369886858137511,0.10756598058039323,-0.10131946134085658,custom_gamma,0.5,4.0,0.9,0.05,levered,0.8155215602334014,0.8,0.8940603346773746,0,453,-0.446318799870117,-0.0004652529347359824
12.831590100013466,0.8035065535187824,0.3072525045250217,2.0303914135218983,3.1837039741057587,-0.3478394142015887,2.3099928320748435,13.831590100013466,0.5369886858137511,0.10756598058039323,-0.10131946134085658,custom_gamma,0.5,4.0,0.9,0.1,levered,0.8155215602334014,0.8,0.8940603346773746,0,453,-0.446318799870117,-0.0004652529347359824
12.849584519394739,0.8040330156725362,0.3074567346724874,2.0301674238050778,3.18274871886527,-0.3465942919453121,2.319810321052263,13.849584519394739,0.5369886858137511,0.10756314416403936,-0.10142791730161406,custom_gamma,0.5,4.0,0.5,999.0,levered,0.8152357239173724,0.8,0.9085547537162363,0,493,-0.4455423433560757,-0.0006892426515565653
12.849584519394739,0.8040330156725362,0.3074567346724874,2.0301674238050778,3.18274871886527,-0.3465942919453121,2.319810321052263,13.849584519394739,0.5369886858137511,0.10756314416403936,-0.10142791730161406,custom_gamma,0.5,4.0,0.5,0.02,levered,0.8152357239173724,0.8,0.9085547537162363,0,493,-0.4455423433560757,-0.0006892426515565653
12.849584519394739,0.8040330156725362,0.3074567346724874,2.0301674238050778,3.18274871886527,-0.3465942919453121,2.319810321052263,13.849584519394739,0.5369886858137511,0.10756314416403936,-0.10142791730161406,custom_gamma,0.5,4.0,0.5,0.05,levered,0.8152357239173724,0.8,0.9085547537162363,0,493,-0.4455423433560757,-0.0006892426515565653
12.849584519394739,0.8040330156725362,0.3074567346724874,2.0301674238050778,3.18274871886527,-0.3465942919453121,2.319810321052263,13.849584519394739,0.5369886858137511,0.10756314416403936,-0.10142791730161406,custom_gamma,0.5,4.0,0.5,0.1,levered,0.8152357239173724,0.8,0.9085547537162363,0,493,-0.4455423433560757,-0.0006892426515565653
12.846412170359292,0.803940240889192,0.3075149527696166,2.029674576875731,3.1821717592136523,-0.34672520051200817,2.3186668857701016,13.846412170359292,0.5369886858137511,0.10756038160435312,-0.10139488083353126,custom_gamma,0.5,4.0,0.25,999.0,levered,0.8152646651052661,0.8,0.9117938850154372,0,495,-0.4456792297440827,-0.0011820895809031562
12.846412170359292,0.803940240889192,0.3075149527696166,2.029674576875731,3.1821717592136523,-0.34672520051200817,2.3186668857701016,13.846412170359292,0.5369886858137511,0.10756038160435312,-0.10139488083353126,custom_gamma,0.5,4.0,0.25,0.05,levered,0.8152646651052661,0.8,0.9117938850154372,0,495,-0.4456792297440827,-0.0011820895809031562
12.846412170359292,0.803940240889192,0.3075149527696166,2.029674576875731,3.1821717592136523,-0.34672520051200817,2.3186668857701016,13.846412170359292,0.5369886858137511,0.10756038160435312,-0.10139488083353126,custom_gamma,0.5,4.0,0.25,0.1,levered,0.8152646651052661,0.8,0.9117938850154372,0,495,-0.4456792297440827,-0.0011820895809031562
12.84590727830477,0.8039254738903843,0.30751882221604343,2.0296270349490215,3.1819797284553286,-0.34672520051200817,2.3186242958493635,13.84590727830477,0.5369886858137511,0.10756038160435312,-0.10139488083353126,custom_gamma,0.5,4.0,0.25,0.02,levered,0.8152649104162109,0.8,0.9117938850154372,0,495,-0.44570101576097576,-0.001229631507612794
13.324678548345274,0.8177446923471658,0.31194373563272104,2.0291479934309673,3.1992605935655627,-0.35137563459153087,2.3272663549872554,14.324678548345274,0.5369886858137511,0.10757706784075965,-0.10171943531850951,custom_gamma,0.4,4.0,0.75,999.0,levered,0.8329131778975389,0.8,1.0568146063463715,0,438,-0.4250421068247048,-0.001708673025667018
13.324678548345274,0.8177446923471658,0.31194373563272104,2.0291479934309673,3.1992605935655627,-0.35137563459153087,2.3272663549872554,14.324678548345274,0.5369886858137511,0.10757706784075965,-0.10171943531850951,custom_gamma,0.4,4.0,0.75,0.05,levered,0.8329131778975389,0.8,1.0568146063463715,0,438,-0.4250421068247048,-0.001708673025667018
13.324678548345274,0.8177446923471658,0.31194373563272104,2.0291479934309673,3.1992605935655627,-0.35137563459153087,2.3272663549872554,14.324678548345274,0.5369886858137511,0.10757706784075965,-0.10171943531850951,custom_gamma,0.4,4.0,0.75,0.1,levered,0.8329131778975389,0.8,1.0568146063463715,0,438,-0.4250421068247048,-0.001708673025667018
12.837205021391762,0.8036708860767319,0.307551509679335,2.028993187391506,3.1811864020944762,-0.3471687067768805,2.3149289391259495,13.837205021391762,0.5369886858137511,0.10755936479353433,-0.10135509195110082,custom_gamma,0.5,4.0,0.0,999.0,levered,0.8153440318622828,0.8,0.9162123473950339,0,494,-0.4460765168496076,-0.0018634790651281818
12.837205021391762,0.8036708860767319,0.307551509679335,2.028993187391506,3.1811864020944762,-0.3471687067768805,2.3149289391259495,13.837205021391762,0.5369886858137511,0.10755936479353433,-0.10135509195110082,custom_gamma,0.5,4.0,0.0,0.05,levered,0.8153440318622828,0.8,0.9162123473950339,0,494,-0.4460765168496076,-0.0018634790651281818
12.837205021391762,0.8036708860767319,0.307551509679335,2.028993187391506,3.1811864020944762,-0.3471687067768805,2.3149289391259495,13.837205021391762,0.5369886858137511,0.10755936479353433,-0.10135509195110082,custom_gamma,0.5,4.0,0.0,0.1,levered,0.8153440318622828,0.8,0.9162123473950339,0,494,-0.4460765168496076,-0.0018634790651281818
13.322407052319525,0.8176799796712912,0.31195202829623525,2.02899062881968,3.1989973474388234,-0.3514950368171622,2.3262916798925537,14.322407052319525,0.5369886858137511,0.10757706784075965,-0.10171943531850951,custom_gamma,0.4,4.0,0.75,0.02,levered,0.8329688474825416,0.8,1.0568792894294257,0,438,-0.4251401215396251,-0.0018660376369541432
12.834439954083415,0.8035899669937951,0.3075750291391058,2.0287195916174277,3.180135534764128,-0.3471793788779711,2.314624703779559,13.834439954083415,0.5369886858137511,0.10755936479353433,-0.10135509195110082,custom_gamma,0.5,4.0,0.0,0.02,levered,0.8153300703263047,0.8,0.9162266377050078,0,494,-0.4461958290917999,-0.002137074839206665
13.298901466012136,0.8170098609906222,0.31181793140301955,2.0285808905319764,3.200285974969725,-0.35394739088811933,2.3082805016321597,14.298901466012136,0.5369886858137511,0.10757551726999837,-0.10152402385257459,custom_gamma,0.4,4.0,0.9,999.0,levered,0.8340334977908702,0.8,1.0400623409218122,0,392,-0.4261543840850299,-0.0022757759246578857
13.298901466012136,0.8170098609906222,0.31181793140301955,2.0285808905319764,3.200285974969725,-0.35394739088811933,2.3082805016321597,14.298901466012136,0.5369886858137511,0.10757551726999837,-0.10152402385257459,custom_gamma,0.4,4.0,0.9,0.02,levered,0.8340334977908702,0.8,1.0400623409218122,0,392,-0.4261543840850299,-0.0022757759246578857
13.298901466012136,0.8170098609906222,0.31181793140301955,2.0285808905319764,3.200285974969725,-0.35394739088811933,2.3082805016321597,14.298901466012136,0.5369886858137511,0.10757551726999837,-0.10152402385257459,custom_gamma,0.4,4.0,0.9,0.05,levered,0.8340334977908702,0.8,1.0400623409218122,0,392,-0.4261543840850299,-0.0022757759246578857
13.298901466012136,0.8170098609906222,0.31181793140301955,2.0285808905319764,3.200285974969725,-0.35394739088811933,2.3082805016321597,14.298901466012136,0.5369886858137511,0.10757551726999837,-0.10152402385257459,custom_gamma,0.4,4.0,0.9,0.1,levered,0.8340334977908702,0.8,1.0400623409218122,0,392,-0.4261543840850299,-0.0022757759246578857
13.336663723527979,0.818086006430705,0.312166949336439,2.0284944891052072,3.1981378800235585,-0.3507848435372455,2.332158933040796,14.336663723527979,0.5369886858137511,0.10756858535956904,-0.10178734019769375,custom_gamma,0.4,4.0,0.5,999.0,levered,0.8325238087615554,0.8,1.076741261813065,0,453,-0.42452494830208953,-0.002362177351427075
13.336663723527979,0.818086006430705,0.312166949336439,2.0284944891052072,3.1981378800235585,-0.3507848435372455,2.332158933040796,14.336663723527979,0.5369886858137511,0.10756858535956904,-0.10178734019769375,custom_gamma,0.4,4.0,0.5,0.05,levered,0.8325238087615554,0.8,1.076741261813065,0,453,-0.42452494830208953,-0.002362177351427075
