signal_date,ticker,er8,er15,er40,adv20,adj_close,market_cap_used,vol20_ann,up_day_ratio20,er_consistency_penalty,er20_vol_score,book,stage,rank,trade_date,spy_ma,spy_above_ma,allow_new_buys,market_filter_mode,selection_style,spy_vol_ann,high_vol_regime,target_count_cap
2025-12-31,HK.00148,0.09657882232137283,0.08424767486964457,0.13103674297149748,51495153.221999995,29.36,41029700466.72,0.2979992172542277,0.65,0.05912021555358116,0.43972176899950727,long,top150,18,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.01072,0.06202476297392501,0.18894472809205598,0.2892134034730426,266070752.84,25.0,127267659996.8,0.7302718575151563,0.35,0.22718864049911758,0.3960352579615053,long,top150,19,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.00670,0.07041637136553347,0.11104173551064012,0.30451521987570895,101160633.2375,5.33,83712521979.3,0.45467828302668944,0.55,0.23409884851017548,0.669737771174424,long,top150,20,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.01208,0.056678997628159644,0.05177198635487512,0.3194371297373778,454194862.41400003,8.77,91782409944.96,0.40501153380017135,0.6,0.2725721546557872,0.7887111923459071,long,top150,21,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.03858,0.07969520622576365,0.27150158735715824,0.24654341669660618,48596186.063,46.7,53225760000.0,0.8142802097695762,0.5,0.21676455179194665,0.3027746637320004,long,top150,22,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.01336,0.04490594798276959,0.09223260687993484,0.15186667708676482,524448567.15900004,54.35,160500672570.0,0.3399762589328778,0.55,0.10696072910399523,0.44669788873919036,long,top150,23,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.02333,0.04882110839096021,0.05750220798034755,0.030745902182213736,192394338.0485,15.3,110139815728.8,0.23064407899474987,0.5,0.03543740538752116,0.13330453708683154,long,top150,24,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.01818,0.042795452277037516,0.08382909810800498,0.0765352587942697,409800006.837,30.74,98761922527.52,0.5217302022737879,0.45,0.04832748514470275,0.14669508964732383,long,top150,25,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.00293,0.04726799754691835,0.039443133195724345,0.1334923180701867,65167800.9875,11.79,75405987671.2,0.31952439156453716,0.5,0.10187404922565635,0.4177844371021173,long,top150,26,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.00753,0.044168754033220736,0.10992010687993492,0.210413560713809,131025033.4945,7.07,87940041840.0,0.3300374953333224,0.4,0.16624480668058828,0.6375444114351346,long,top150,27,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.03993,0.03816552413097263,0.009932345783329133,0.20272243101899134,711070097.4905,19.24,367768191925.44,0.3945492251068583,0.75,0.2210232635833057,0.5138077028641653,long,top150,28,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.01398,0.0367664392081386,0.03469250868026208,0.06602731138928808,1211576027.445775,6.29,2352281296787.4,0.20209578426898397,0.6,0.03340873323690252,0.3267129575617843,long,top150,29,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.00631,0.04461956838426451,0.10982444361462873,0.21631046716320157,69769161.067,8.66,38960668544.72,0.2976416534428122,0.5,0.17169089877893706,0.7267479691136802,long,top150,30,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.00005,0.03663883616877972,0.13120388807984829,0.1632189367250022,1568140551.779732,118.87962,2138317362819.0,0.194009783202353,0.7,0.12658010055622249,0.8412922999597613,long,top150,31,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.01038,0.04092142187058401,0.10133156025767054,0.15403613819465412,199147588.5525,57.6,163648730877.75,0.3156464549789733,0.6,0.11311471632407011,0.48800211681425404,long,top150,32,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.02525,0.04382579022949784,0.1361925560217021,0.012369727700650701,84489491.82,177.9,28128455769.0,0.47348474277362074,0.5,0.21618959411325567,0.026124870736468124,long,top150,33,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.00939,0.028641965122755852,0.00914905596609672,0.014316460378498097,2053594187.6781552,7.69,2113731082188.72,0.20832048676790524,0.55,0.02466031356906051,0.06872324753373106,long,top150,34,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.01055,0.03853199800898777,0.08701699349703529,0.21524973906128098,119675855.761,5.82,77557556016.84,0.41756001213849137,0.45,0.1767177410522932,0.5154941392948554,long,top150,35,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.02388,0.02938174767195023,0.070062428597925,0.04647310609384381,359309579.755,39.42,435810002564.52,0.11598402558084636,0.6,0.06427000343005596,0.4006854035381782,long,top150,36,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.01378,0.027890926684096318,0.0058461038124499876,0.09249871202972926,1101968891.736,32.62,344265351514.5,0.3633675002765884,0.55,0.1086974310889256,0.2545596729463175,long,top150,37,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.00006,0.0293294457715656,0.08343397540388398,0.125388291319802,262193899.825,55.15,131702298517.2,0.21425247392302396,0.65,0.0960588455482364,0.5852361423133493,long,top150,38,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.03393,0.038025594293905396,0.14676084608259266,0.32564899509817946,38473096.1325,17.18,28342735550.5,0.4311243452537504,0.5,0.28762340080427407,0.7553481928897093,long,top150,39,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.09696,0.028306173316948513,0.06260626056676166,0.11614180349658143,225997677.685,51.05,69034672012.18,0.43442122132182803,0.5,0.08783563017963292,0.2673483655867291,long,top150,40,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.03690,0.013392031221746148,0.04342356165380412,0.029953041543612335,4113603507.8275003,103.3,488702439778.0,0.2347708627325314,0.65,0.04350205054224976,0.12758415245820812,long,top150,41,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.00152,0.029576838310431564,0.033770062290160885,0.10007799532206374,25914601.7385,8.65,22433492532.6,0.215430415743588,0.45,0.07050115701163218,0.4645490516120049,long,top150,42,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.01729,0.02144325653139134,0.004645062814130019,0.1268792367761019,131782934.5095,17.01,32992155281.08,0.7472932194332002,0.4,0.13903236767923322,0.1697850769639474,long,top150,43,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.02611,0.015134268569618525,0.044583012876187045,0.10918310608021298,226498215.00149998,16.64,251564771579.83,0.34965372814466833,0.65,0.09404883751059445,0.3122606661726734,long,top150,44,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.02888,0.019720905969601077,0.1285105416599559,0.20006087763210412,129505528.75046,184.96856,364602902137.5,0.20204743987764145,0.6,0.18033997166250304,0.9901678425287627,long,top150,45,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.09660,0.007700216846100227,0.02405613629169956,0.013297136533164555,1278513537.8325,8.66,107544835789.9,0.5052273634857799,0.4,0.027114919204134336,0.02631911391620184,long,top150,46,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.01787,0.008906910560298131,0.03193883833394073,0.08742031341457757,289061753.211,34.6,150283702515.0,0.4575879578185985,0.4,0.07851340285427943,0.19104592225574604,long,top150,47,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.01997,0.014997968722536337,0.017933707642000973,0.10745059775084609,63596745.041999996,23.92,73719599499.56,0.21975119520615324,0.55,0.09245262902830975,0.4889647933429641,long,top150,48,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.06655,0.014033745560483979,0.06150458812260795,0.04246335362714382,43804063.9225,18.02,31143354822.02,0.31013666197347217,0.6,0.0665120770575881,0.13691820037315022,long,top150,49,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.01919,0.007660494007886154,0.005960408917780491,0.01081187624180735,261103717.11350003,13.75,238724799465.74,0.1778567032164098,0.55,0.006551552414132522,0.06078981588145057,long,top150,50,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.00002,0.0070037917932863625,0.03385137476666489,0.0746868266238877,256571062.39166588,68.29,185946761952.0,0.09895115200965453,0.6,0.06768303483060134,0.7547848115664243,long,top150,51,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.02276,0.007733201640110154,0.02027020086489717,0.13819029283836726,81621648.52250001,54.0,27171180000.0,0.6920606329970485,0.4,0.1304570911982571,0.19967945906692922,long,top150,52,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.02386,0.012265715874452576,0.026565940213268302,0.041511203811452124,34051281.109,7.66,28121753600.0,0.2650533263113982,0.5,0.029245487936999548,0.15661453636194944,long,top150,53,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.00017,0.011855977511021853,0.016359171553091967,0.0012844831636786846,38874296.8685,7.27,22297369895.06,0.32281950496895284,0.6,0.019577882431483395,0.003978951531451669,long,top150,54,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.01157,0.006720590022693207,0.011726113373441427,0.07031337183313224,60743719.105500005,7.75,74117946972.52,0.34713935777299937,0.5,0.06359278181043904,0.20255084956143582,long,top150,55,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.03288,0.005002582673750977,0.02494819364123635,0.030894227421057185,39593182.59613527,32.0672,202473143062.4,0.1750073643725085,0.35,0.02589164474730621,0.1765310136052211,long,top150,56,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.06869,0.10499865160559518,0.42790734546001197,0.4627001919066901,1720811437.1384997,51.7,127331805610.4,1.2519967689729108,0.5,0.3577015403010949,0.3695697971219776,long,top80,1,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.00358,0.21252305502992042,0.19899652670176127,0.3935789855978301,838516451.8959999,42.88,125073786108.6,0.5263345486339974,0.65,0.208108987224228,0.7477734201930892,long,top80,2,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.00005,0.03663883616877972,0.13120388807984829,0.1632189367250022,1568140551.779732,118.87962,2138317362819.0,0.194009783202353,0.7,0.12658010055622249,0.8412922999597613,long,top80,3,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.01072,0.06202476297392501,0.18894472809205598,0.2892134034730426,266070752.84,25.0,127267659996.8,0.7302718575151563,0.35,0.22718864049911758,0.3960352579615053,long,top80,4,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.01093,0.11465933289572905,0.13073327443667715,0.1164067391387168,977382728.8184999,8.43,101397575241.6,0.4416549438109042,0.4,0.030400476838908452,0.2635694239812623,long,top80,5,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.03858,0.07969520622576365,0.27150158735715824,0.24654341669660618,48596186.063,46.7,53225760000.0,0.8142802097695762,0.5,0.21676455179194665,0.3027746637320004,long,top80,6,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.02525,0.04382579022949784,0.1361925560217021,0.012369727700650701,84489491.82,177.9,28128455769.0,0.47348474277362074,0.5,0.21618959411325567,0.026124870736468124,long,top80,7,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.03899,0.14890541831423798,0.15907876072608862,0.27349352034549257,33298423.6375,9.45,24389626476.6,0.37574171395227535,0.6,0.12458810203125459,0.7278763847344089,long,top80,8,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.02888,0.019720905969601077,0.1285105416599559,0.20006087763210412,129505528.75046,184.96856,364602902137.5,0.20204743987764145,0.6,0.18033997166250304,0.9901678425287627,long,top80,9,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.03393,0.038025594293905396,0.14676084608259266,0.32564899509817946,38473096.1325,17.18,28342735550.5,0.4311243452537504,0.5,0.28762340080427407,0.7553481928897093,long,top80,10,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.01336,0.04490594798276959,0.09223260687993484,0.15186667708676482,524448567.15900004,54.35,160500672570.0,0.3399762589328778,0.55,0.10696072910399523,0.44669788873919036,long,top80,11,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.00670,0.07041637136553347,0.11104173551064012,0.30451521987570895,101160633.2375,5.33,83712521979.3,0.45467828302668944,0.55,0.23409884851017548,0.669737771174424,long,top80,12,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.02315,0.3639903095046888,0.11599409209075917,0.2274282124753827,64594779.563999996,35.3,23149338156.0,1.0996298166969645,0.5,0.35943033779855316,0.2068225224726307,long,top80,13,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.00753,0.044168754033220736,0.10992010687993492,0.210413560713809,131025033.4945,7.07,87940041840.0,0.3300374953333224,0.4,0.16624480668058828,0.6375444114351346,long,top80,14,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.01038,0.04092142187058401,0.10133156025767054,0.15403613819465412,199147588.5525,57.6,163648730877.75,0.3156464549789733,0.6,0.11311471632407011,0.48800211681425404,long,top80,15,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.00631,0.04461956838426451,0.10982444361462873,0.21631046716320157,69769161.067,8.66,38960668544.72,0.2976416534428122,0.5,0.17169089877893706,0.7267479691136802,long,top80,16,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.01888,0.12292951651566475,0.08815543118206959,0.07791644305229661,139238594.286,13.19,64399575500.0,0.43334442766630177,0.65,0.045013073463368136,0.17980257291388643,long,top80,17,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.06166,0.10146859981112666,0.08615746237126443,0.13993834952003492,199335296.0525,93.5,26695633236.1,0.6361930946326929,0.45,0.06909202458863273,0.21996206922181158,long,top80,18,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.01385,0.0701332551679279,0.08428022592755391,0.09207947880356804,231391667.866,45.32,34628905030.0,0.5047421655136536,0.55,0.02194622363564014,0.18242874301944412,long,top80,19,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.01818,0.042795452277037516,0.08382909810800498,0.0765352587942697,409800006.837,30.74,98761922527.52,0.5217302022737879,0.45,0.04832748514470275,0.14669508964732383,long,top80,20,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.01055,0.03853199800898777,0.08701699349703529,0.21524973906128098,119675855.761,5.82,77557556016.84,0.41756001213849137,0.45,0.1767177410522932,0.5154941392948554,long,top80,21,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.00006,0.0293294457715656,0.08343397540388398,0.125388291319802,262193899.825,55.15,131702298517.2,0.21425247392302396,0.65,0.0960588455482364,0.5852361423133493,long,top80,22,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.02600,0.10303793798892302,0.07090686257170375,0.22274704043859306,504285312.71849996,12.17,191449480009.32,0.47898862479116594,0.55,0.18397125328410857,0.46503618021348303,long,top80,23,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.02388,0.02938174767195023,0.070062428597925,0.04647310609384381,359309579.755,39.42,435810002564.52,0.11598402558084636,0.6,0.06427000343005596,0.4006854035381782,long,top80,24,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.02899,0.0568568043175941,0.0559102733501764,0.14438972419816898,1822981551.916,35.66,909900668050.8,0.409635549857932,0.7,0.08942598181541028,0.35248338248046485,long,top80,25,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.00148,0.09657882232137283,0.08424767486964457,0.13103674297149748,51495153.221999995,29.36,41029700466.72,0.2979992172542277,0.65,0.05912021555358116,0.43972176899950727,long,top80,26,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.09696,0.028306173316948513,0.06260626056676166,0.11614180349658143,225997677.685,51.05,69034672012.18,0.43442122132182803,0.5,0.08783563017963292,0.2673483655867291,long,top80,27,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.03690,0.013392031221746148,0.04342356165380412,0.029953041543612335,4113603507.8275003,103.3,488702439778.0,0.2347708627325314,0.65,0.04350205054224976,0.12758415245820812,long,top80,28,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.02039,0.1969948979440601,0.078711366925859,0.32422250088258175,44493899.43350001,9.35,54167065503.6,0.6842868027953874,0.5,0.36379466497492385,0.4738108342263754,long,top80,29,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.02610,0.10211551381982442,0.07031616009013719,0.08526142368832101,64394626.614,48.44,35675024000.0,0.4371184136054025,0.55,0.04674461732787105,0.1950533792092515,long,top80,30,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.01880,0.1168680678172298,0.05586551827233999,0.19135372511226423,349330540.6069,78.85,144406866758.0,0.7517630131940897,0.4,0.19649075638481406,0.25453995707934707,long,top80,31,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.02050,0.13318002371423598,0.04688058531629946,0.019972797719034263,769918326.633035,38.32,125651296099.1,0.7433554771590598,0.55,0.11320722599520172,0.026868434191627776,long,top80,32,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.01208,0.056678997628159644,0.05177198635487512,0.3194371297373778,454194862.41400003,8.77,91782409944.96,0.40501153380017135,0.6,0.2725721546557872,0.7887111923459071,long,top80,33,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.02333,0.04882110839096021,0.05750220798034755,0.030745902182213736,192394338.0485,15.3,110139815728.8,0.23064407899474987,0.5,0.03543740538752116,0.13330453708683154,long,top80,34,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.01398,0.0367664392081386,0.03469250868026208,0.06602731138928808,1211576027.445775,6.29,2352281296787.4,0.20209578426898397,0.6,0.03340873323690252,0.3267129575617843,long,top80,35,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.06655,0.014033745560483979,0.06150458812260795,0.04246335362714382,43804063.9225,18.02,31143354822.02,0.31013666197347217,0.6,0.0665120770575881,0.13691820037315022,long,top80,36,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
2025-12-31,HK.02611,0.015134268569618525,0.044583012876187045,0.10918310608021298,226498215.00149998,16.64,251564771579.83,0.34965372814466833,0.65,0.09404883751059445,0.3122606661726734,long,top80,37,2026-01-02,24722.896750000004,True,True,configured_price_above_ma,dual_objective_composite,0.1482738256062851,False,10
