trade_date,signal_date,book,ticker,side,shares,trade_price,trade_value,reason
2026-02-27,2026-02-26,long,HK.02883,SELL,4473.101781824499,9.975010000000001,44619.2350047172,replacement_sell
2026-02-27,2026-02-26,long,HK.00522,BUY,393.94821144831474,113.25659999999999,44617.2350047172,replacement_buy
2026-03-02,2026-02-27,long,HK.00522,SELL,393.94821144831474,108.74560000000001,42840.13462287386,replacement_sell
2026-03-02,2026-02-27,long,HK.03808,SELL,1075.1149213690549,40.41978,43455.9085964545,replacement_sell
2026-03-02,2026-02-27,long,HK.01171,BUY,2984.4608221608355,14.457225,43147.02160966418,replacement_buy
2026-03-02,2026-02-27,long,HK.02259,BUY,180.43288652604318,239.1195,43145.02160966418,replacement_buy
2026-03-04,2026-03-03,long,HK.02259,SELL,180.43288652604318,216.8915,39134.3594079633,replacement_sell
2026-03-04,2026-03-03,long,HK.02883,BUY,3514.1781676963224,11.135565,39132.3594079633,replacement_buy
2026-03-05,2026-03-04,long,HK.02883,SELL,3514.1781676963224,10.224885,35932.06763420561,replacement_sell
2026-03-05,2026-03-04,long,HK.02259,BUY,161.76626837124508,222.111,35930.06763420561,replacement_buy
2026-03-06,2026-03-05,long,HK.00631,SELL,3657.93156473832,14.492750000000001,53013.48768486129,replacement_sell
2026-03-06,2026-03-05,long,HK.02259,SELL,161.76626837124508,209.895,33953.930899782485,replacement_sell
2026-03-06,2026-03-05,long,HK.00883,BUY,1615.6497696252948,26.913449999999997,43482.70929232189,replacement_buy
2026-03-06,2026-03-05,long,HK.03858,BUY,323.8374053831646,134.26709999999997,43480.70929232189,replacement_buy
2026-03-09,2026-03-06,long,HK.00669,SELL,387.7003222467697,115.94200000000001,44950.75076193498,replacement_sell
2026-03-09,2026-03-06,long,HK.01888,SELL,2424.488689241225,20.50974,49725.63264927833,replacement_sell
2026-03-09,2026-03-06,long,HK.02338,SELL,1882.6602778664674,29.52523,55585.97771587136,replacement_sell
2026-03-09,2026-03-06,long,HK.03939,SELL,3285.61465747254,15.552220000000002,51098.60198823759,replacement_sell
2026-03-09,2026-03-06,long,HK.00316,BUY,318.04098443086025,158.27909999999997,50339.240778830565,replacement_buy
2026-03-09,2026-03-06,long,HK.00857,BUY,4520.582545998391,11.135565,50339.24077883057,replacement_buy
2026-03-09,2026-03-06,long,HK.00916,BUY,6425.808906380854,7.833914999999999,50339.240778830565,replacement_buy
2026-03-09,2026-03-06,long,HK.01072,BUY,1209.3770609606386,41.6208,50335.24077883055,replacement_buy
2026-03-10,2026-03-09,long,HK.00916,SELL,6425.808906380854,7.826085000000001,50288.92669509361,replacement_sell
2026-03-10,2026-03-09,long,HK.01138,SELL,3503.988109230225,16.991500000000002,59538.01395798537,replacement_sell
2026-03-10,2026-03-09,long,HK.02883,BUY,5664.089557547284,9.694844999999999,54912.47032653949,replacement_buy
2026-03-10,2026-03-09,long,HK.03393,BUY,1977.0543520220976,27.77388,54910.47032653949,replacement_buy
2026-03-11,2026-03-10,long,HK.00316,SELL,318.04098443086025,152.02395,48349.846715067884,replacement_sell
2026-03-11,2026-03-10,long,HK.02883,SELL,5664.089557547284,9.645175,54631.13499821613,replacement_sell
2026-03-11,2026-03-10,long,HK.03317,BUY,354.92247570450644,145.0725,51489.490856642005,replacement_buy
2026-03-11,2026-03-10,long,HK.03330,BUY,1688.3779519899501,30.49524,51487.490856642005,replacement_buy
2026-03-12,2026-03-11,long,HK.00016,SELL,399.5050776028467,136.5317,54545.10740374859,replacement_sell
2026-03-12,2026-03-11,long,HK.03330,SELL,1688.3779519899501,29.36531,49579.74195735,replacement_sell
2026-03-12,2026-03-11,long,HK.00316,BUY,334.2029992104096,155.77784999999997,52061.424680549295,replacement_buy
2026-03-12,2026-03-11,long,HK.01138,BUY,2827.9026074217945,18.4092,52059.424680549295,replacement_buy
2026-03-13,2026-03-12,long,HK.01138,SELL,2827.9026074217945,17.761115,50226.70341921835,replacement_sell
2026-03-13,2026-03-12,long,HK.06869,SELL,723.944667648351,155.42225000000002,112517.10912140894,replacement_sell
2026-03-13,2026-03-12,long,HK.01898,BUY,3743.488109935792,15.007499999999999,56180.397809861395,replacement_buy
2026-03-13,2026-03-12,long,HK.03668,BUY,1266.2287999790033,44.368283055,56180.397809861395,replacement_buy
2026-03-16,2026-03-13,long,HK.00316,SELL,334.2029992104096,142.9285,47767.13337264503,replacement_sell
2026-03-16,2026-03-13,long,HK.03317,SELL,354.92247570450644,114.94250000000001,40795.67666366523,replacement_sell
2026-03-16,2026-03-13,long,HK.03393,SELL,1977.0543520220976,27.94602,55250.800462696585,replacement_sell
2026-03-16,2026-03-13,long,HK.00019,BUY,648.2322945961855,83.0415,53830.18209170914,replacement_buy
2026-03-16,2026-03-13,long,HK.00916,BUY,6412.786704586817,8.394195,53830.18209170913,replacement_buy
2026-03-16,2026-03-13,long,HK.06869,BUY,330.89348371146,162.6813,53830.18209170914,replacement_buy
2026-03-17,2026-03-16,long,HK.00916,SELL,6412.786704586817,8.23588,52814.941764572475,replacement_sell
2026-03-17,2026-03-16,long,HK.03858,SELL,323.8374053831646,123.5382,40006.29015370647,replacement_sell
2026-03-17,2026-03-16,long,HK.03750,BUY,78.92895832474669,672.4530584999999,53076.019429694934,replacement_buy
2026-03-17,2026-03-16,long,HK.03986,BUY,120.51225507122616,440.4201,53076.019429694934,replacement_buy
2026-03-18,2026-03-17,long,HK.01072,SELL,1209.3770609606386,37.40129,45232.262176336524,replacement_sell
2026-03-18,2026-03-17,long,HK.03986,SELL,120.51225507122616,415.79200000000003,50108.03156057527,replacement_sell
2026-03-18,2026-03-17,long,HK.06869,SELL,330.89348371146,142.9285,47294.109286653416,replacement_sell
2026-03-18,2026-03-17,long,HK.00148,BUY,1328.8476157059597,38.6193,51319.164725233175,replacement_buy
2026-03-18,2026-03-17,long,HK.01428,BUY,3744.052406295624,13.70685,51319.164725233175,replacement_buy
2026-03-18,2026-03-17,long,HK.03317,BUY,341.956786441667,150.075,51319.164725233175,replacement_buy
2026-03-19,2026-03-18,long,HK.00019,SELL,648.2322945961855,86.45675,56044.05743582876,replacement_sell
2026-03-19,2026-03-18,long,HK.00857,SELL,4520.582545998391,10.53473,47623.11656480563,replacement_sell
2026-03-19,2026-03-18,long,HK.01428,SELL,3744.052406295624,12.833580000000001,48049.596080387404,replacement_sell
2026-03-19,2026-03-18,long,HK.03317,SELL,341.956786441667,139.93,47850.01312678247,replacement_sell
2026-03-19,2026-03-18,long,HK.01138,BUY,2634.742752438453,19.599795,51640.41782552943,replacement_buy
2026-03-19,2026-03-18,long,HK.01308,BUY,1485.7400840607163,34.75737,51640.417825529425,replacement_buy
2026-03-19,2026-03-18,long,HK.03986,BUY,121.44614240063363,425.2125,51640.417825529425,replacement_buy
2026-03-19,2026-03-18,long,HK.06869,BUY,351.11979945761425,147.0735,51640.417825529425,replacement_buy
2026-03-20,2026-03-19,long,HK.00148,SELL,1328.8476157059597,37.461259999999996,49780.30603234103,replacement_sell
2026-03-20,2026-03-19,long,HK.03986,SELL,121.44614240063363,441.779,53652.355343609524,replacement_sell
2026-03-20,2026-03-19,long,HK.00857,BUY,4888.003392179182,10.685339999999998,52229.97816658789,replacement_buy
2026-03-20,2026-03-19,long,HK.03317,BUY,343.4334028156178,152.076,52227.97816658789,replacement_buy
2026-03-23,2026-03-20,long,HK.03317,SELL,343.4334028156178,142.82855,49052.09494572061,replacement_sell
2026-03-23,2026-03-20,long,HK.06869,SELL,351.11979945761425,145.62715,51132.57570358391,replacement_sell
2026-03-23,2026-03-20,long,HK.01088,BUY,1025.5285164597599,48.844409999999996,50091.33532465226,replacement_buy
2026-03-23,2026-03-20,long,HK.06088,BUY,7517.162638598457,6.66333,50089.33532465226,replacement_buy
2026-03-24,2026-03-23,long,HK.01308,SELL,1485.7400840607163,33.20339,49331.60744970074,replacement_sell
2026-03-24,2026-03-23,long,HK.06088,SELL,7517.162638598457,6.666665,50114.405062051985,replacement_sell
2026-03-24,2026-03-23,long,HK.01428,BUY,3825.8012068543376,12.996495,49722.00625587636,replacement_buy
2026-03-24,2026-03-23,long,HK.03317,BUY,351.948715839505,141.27059999999997,49720.00625587636,replacement_buy
2026-03-25,2026-03-24,long,HK.01088,SELL,1025.5285164597599,47.27635,48483.24507913237,replacement_sell
2026-03-25,2026-03-24,long,HK.01428,SELL,3825.8012068543376,13.23338,50628.28117476206,replacement_sell
2026-03-25,2026-03-24,long,HK.01898,SELL,3743.488109935792,13.703145000000001,51297.5603762261,replacement_sell
2026-03-25,2026-03-24,long,HK.03317,SELL,351.948715839505,142.9285,50303.502031866694,replacement_sell
2026-03-25,2026-03-24,long,HK.00666,BUY,3043.208199631786,16.48824,50177.147165496805,replacement_buy
2026-03-25,2026-03-24,long,HK.01308,BUY,1469.8731280753764,34.13706,50177.147165496805,replacement_buy
2026-03-25,2026-03-24,long,HK.06088,BUY,6704.8223435737755,7.48374,50177.147165496805,replacement_buy
2026-03-25,2026-03-24,long,HK.06869,BUY,281.7307479153502,178.089,50173.147165496805,replacement_buy
2026-03-26,2026-03-25,long,HK.00883,SELL,1615.6497696252948,28.745620000000002,46442.85433073627,replacement_sell
2026-03-26,2026-03-25,long,HK.01171,SELL,2984.4608221608355,15.992,47727.49746799609,replacement_sell
2026-03-26,2026-03-25,long,HK.00175,BUY,2226.1421748617736,21.15057,47084.17589936618,replacement_buy
2026-03-26,2026-03-25,long,HK.03317,BUY,294.1165411004884,160.07999999999998,47082.17589936618,replacement_buy
2026-03-27,2026-03-26,long,HK.00175,SELL,2226.1421748617736,20.60969,45880.100119826944,replacement_sell
2026-03-27,2026-03-26,long,HK.03668,SELL,1266.2287999790033,44.9775,56951.80585105562,replacement_sell
2026-03-27,2026-03-26,long,HK.03750,SELL,78.92895832474669,615.3091915,48565.71353273708,replacement_sell
2026-03-27,2026-03-26,long,HK.00883,BUY,1695.6492791611904,29.014499999999998,49198.416010222354,replacement_buy
2026-03-27,2026-03-26,long,HK.01171,BUY,3054.275099110218,16.108050000000002,49198.416010222354,replacement_buy
