year,start,end,strategy_return,benchmark_return,strategy_max_drawdown,strategy_sharpe,strategy_turnover_annualized,strategy_mode
2026,2026-01-01,2026-08-14,-0.0011188282327573296,0.13209557264757277,-0.4081232556029518,0.2844027717287617,74.23056461770464,mode_a
2025,2025-01-01,2025-12-31,0.6302707231797053,0.4956938652942835,-0.25811820586598044,1.4184575528523715,70.81834264475157,mode_a
2024,2024-01-01,2024-12-31,-0.13666381199498578,0.13230079944843953,-0.3226173353661532,-0.26742993559695366,84.4754938199487,mode_a
2023,2023-06-01,2023-12-31,-0.159462507361124,-0.1427918983743075,-0.18168571999138194,-1.769987753283052,49.20382165614189,mode_a
