signal_date,ticker,er3,er8,er20,adv20,adj_close,market_cap_used,vol20_ann,up_day_ratio20,er_consistency_penalty,er20_vol_score,book,stage,rank,trade_date,spy_ma,spy_above_ma,allow_new_buys,market_filter_mode,selection_style,spy_vol_ann,high_vol_regime,target_count_cap,name,industry_labels,spy_adj_close,spy_ma100,action,planned_holding
2026-05-27,US.RKLB,0.18710774129978236,0.13032282712985754,0.8570903913836749,3368042642.6615,150.23,49884478872.0,1.4402711896685672,0.65,0.7835524784237422,0.5950895897465721,long,top10,1,,677.46013868893,True,True,configured_price_above_ma,waterfall,0.10114382296371023,False,10,Rocket Lab,航空航天与国防,750.46,692.10859792292,buy,True
2026-05-27,US.UMC,0.20047802788659852,0.29407871961819154,0.8511844116992848,291045804.286,22.22,30974726642.4,0.7115676038126695,0.65,0.6507063838126863,1.1962101803659002,long,top10,2,,677.46013868893,True,True,configured_price_above_ma,waterfall,0.10114382296371023,False,10,联电,半导体,750.46,692.10859792292,keep,True
2026-05-27,US.MU,0.20780479992442458,0.19332842009892315,0.7865480483010157,39179725108.4915,928.41,506781127838.38,1.0586663423342413,0.65,0.6076960080275939,0.7429612304163414,long,top10,3,,677.46013868893,True,True,configured_price_above_ma,waterfall,0.10114382296371023,False,10,美光科技,半导体,750.46,692.10859792292,keep,True
2026-05-27,US.ASTS,0.33635220082773265,0.5581968781081588,0.74852904268804,2115839010.08,129.6,23413889490.39,1.1909968855788693,0.7,0.41217684186030734,0.628489504675931,long,top10,4,,677.46013868893,True,True,configured_price_above_ma,waterfall,0.10114382296371023,False,10,AST SpaceMobile,通讯设备,750.46,692.10859792292,keep,True
2026-05-27,US.ALAB,0.08187672338062257,0.41983108074581366,0.7202771847417544,1524855645.8205,325.33,32676078140.91,0.9731808044984842,0.7,0.6384004613611318,0.7401267898136766,long,top10,5,,677.46013868893,True,True,configured_price_above_ma,waterfall,0.10114382296371023,False,10,Astera Labs,半导体,750.46,692.10859792292,keep,True
2026-05-27,US.FLY,0.32602308237615407,0.3485201327135645,0.6196435725550278,317402087.5245,57.28,6738870463.08,1.3292096256399242,0.5,0.2936204901788737,0.4661744548055853,long,top10,6,,677.46013868893,True,True,configured_price_above_ma,waterfall,0.10114382296371023,False,10,Firefly Aerospace,航空航天与国防,750.46,692.10859792292,keep,True
2026-05-27,US.SMTC,0.062396698324676425,0.11056912180161804,0.6107782716289298,467997533.0605,157.2,9618586761.16,0.6713413669100632,0.75,0.5483815733042534,0.9097879286660333,long,top10,7,,677.46013868893,True,True,configured_price_above_ma,waterfall,0.10114382296371023,False,10,先科电子,半导体,750.46,692.10859792292,keep,True
2026-05-27,US.QCOM,0.0832483078621915,0.163472584955886,0.5015240343407945,6443024942.101,233.4,144642520000.0,1.070525501620046,0.7,0.418275726478603,0.4684839675298057,long,top10,8,,677.46013868893,True,True,configured_price_above_ma,waterfall,0.10114382296371023,False,10,高通,半导体,750.46,692.10859792292,keep,True
2026-05-27,US.GH,0.07008049772762948,0.28935760495964225,0.48012506936305943,237603937.17249998,127.51,11852561048.76,0.6713669983276432,0.85,0.41004457163542996,0.7151454726834023,long,top10,9,,677.46013868893,True,True,configured_price_above_ma,waterfall,0.10114382296371023,False,10,Guardant Health,诊断与研究,750.46,692.10859792292,buy,True
2026-05-27,US.IREN,0.15802528004799132,0.1585830339269827,0.4720766896063211,3120162620.807,67.84,15009104900.11,1.1861464761818377,0.6,0.3140514095583298,0.39799189989243045,long,top10,10,,677.46013868893,True,True,configured_price_above_ma,waterfall,0.10114382296371023,False,10,IREN Ltd,资本市场,750.46,692.10859792292,buy,True
