year,start,end,strategy_return,benchmark_return,strategy_max_drawdown,strategy_sharpe,strategy_turnover_annualized,strategy_mode
2026,2026-01-01,2026-07-16,0.6377375852163369,0.10674133574962785,-0.14840248049600235,2.2295256501886955,82.68735267895262,mode_a
2025,2025-01-01,2025-12-31,-0.12893018396753853,0.17719073636373772,-0.32835579894693023,-0.377398676679093,95.91808718774209,mode_a
2024,2024-01-01,2024-12-31,-0.08763457579145961,0.24886245487564862,-0.1682855763318346,-0.22515899802729983,97.12580007769793,mode_a
2023,2023-01-01,2023-12-31,-0.15591641970636982,0.26176028240389493,-0.2662454498515333,-0.8056046834027013,102.62240016095708,mode_a
2022,2022-01-03,2022-12-31,-0.44858553435456283,-0.18646259347235894,-0.5029761510317953,-2.4200677920917175,91.9180027771107,mode_a
