year,start,end,rule,mode,strategy_return,benchmark_return,excess_return,cagr,annualized_return,annualized_volatility,sharpe,sortino,max_drawdown,win_rate,monthly_win_rate,turnover_annualized,final_nav,note
2022,2022-01-03,2022-12-31,strategy_with_embedded_hedge,mode_a,-0.44858553429238157,-0.18646259383200026,-0.2621229404603813,-0.44989171265994277,-0.5691730903292689,0.23518890351432223,-2.4200677915682705,-3.232919803851338,-0.5029761509853502,0.42231075697211157,0.16666666666666666,91.918002777217,0.5514144657076184,
2023,2023-01-01,2023-12-31,strategy_with_embedded_hedge,mode_a,-0.15591641978122417,0.2617602833042272,-0.41767670308545135,-0.15706024680284514,-0.1528413001122977,0.189722457106585,-0.8056046840381808,-1.2091937720804478,-0.2662454498692466,0.468,0.4166666666666667,102.6224001611675,0.8440835802187758,
2024,2024-01-01,2024-12-31,strategy_with_embedded_hedge,mode_a,-0.0876345757310435,0.2488624543686917,-0.3364970300997352,-0.0876345757310435,-0.05834989151251979,0.2591497212765626,-0.22515899776040751,-0.33537091546545683,-0.16828557632055197,0.5,0.3333333333333333,97.12580007780821,0.9123654242689565,
2025,2025-01-01,2025-12-31,strategy_with_embedded_hedge,mode_a,-0.1289301843100349,0.17719073766190463,-0.3061209219719395,-0.12989154549463522,-0.10225859551580191,0.27095642205510995,-0.3773986781350526,-0.5064625580126377,-0.3283557990618847,0.516,0.5833333333333334,95.91808718759334,0.8710698156899651,
2026,2026-01-01,2026-07-06,strategy_with_embedded_hedge,mode_a,0.6387064143106826,0.1047215786570117,0.5339848356536709,1.6853587123029747,1.105840004362278,0.47722951016345216,2.3172079278658297,2.413426641314007,-0.1484024804942936,0.6111111111111112,0.7142857142857143,82.21581198799767,1.6387064143106826,
