date,portfolio_value,daily_return,benchmark_return,excess_return,cash,long_market_value,short_market_value,gross_exposure,net_exposure,borrow_cost,spy_short_hedge_target,stock_short_gross_target,spy_short_market_value,spy_short_weight,cumulative_return,strategy_nav,benchmark_nav,drawdown,rolling_63_return,rolling_63_excess_return,daily_turnover
2026-01-02,501750.9984186577,0.0035019968373153354,0.001833059596804576,0.0016689372405107594,-1.4551915228366852e-11,501750.9984186577,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0035019968373153354,1.0035019968373153,1.0018330595968046,0.0,,,0.49960031974420477
2026-01-05,507623.7678175931,0.011704549502530748,0.006660128518457098,0.00504442098407365,-1.4551915228366852e-11,507623.7678175931,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.015247535635186216,1.0152475356351862,1.0085053965277584,0.0,,,0.8066219933208781
2026-01-06,526708.721206629,0.03759665050966188,0.005947187809597576,0.0316494627000643,-2.2737367544323206e-13,526708.721206629,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.053417442413257854,1.0534174424132579,1.0145031675279017,0.0,,,0.005242882452182081
2026-01-07,520308.7811993699,-0.01215081457659839,-0.003223428398364314,-0.008927386178234076,0.0,520308.7811993699,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.040617562398739926,1.04061756239874,1.0112329892074616,-0.012150814576598279,,,0.3989485572465844
2026-01-08,516162.018198282,-0.007969811678998018,-0.00010151106387512598,-0.007868300615122892,-1.4551915228366852e-11,516162.018198282,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.032324036396564004,1.032324036396564,1.0111303378709016,-0.02002378655167436,,,0.19789386946693904
2026-01-09,529966.3242652694,0.026744133780266965,0.006613392118224537,0.02013074166204243,-1.4551915228366852e-11,529966.3242652694,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.05993264853053892,1.059932648530539,1.0178173392778747,0.0,,,0.6112814500028169
2026-01-12,545882.7293616735,0.03003286127372351,0.0015704467855015558,0.028462414488221954,-1.4551915228366852e-11,545882.7293616735,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.09176545872334696,1.091765458723347,1.0194157672465713,0.0,,,0.2122289173415663
2026-01-13,540620.3595661601,-0.009640110434830707,-0.0019995396744790783,-0.007640570760351628,0.0,540620.3595661601,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.08124071913232034,1.0812407191323203,1.0173774049751723,-0.009640110434830707,,,0.6060238634747342
2026-01-14,565630.2370576093,0.046261442154193366,-0.004915173616748869,0.051176615770942235,0.0,565630.2370576093,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.13126047411521857,1.1312604741152186,1.0123768183959618,0.0,,,0.2146454803475462
2026-01-15,563139.0579435881,-0.004404253787739787,0.00272321687253263,-0.007127470660272417,-2.9103830456733704e-11,563139.0579435881,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.1262781158871762,1.1262781158871762,1.0151337400291787,-0.004404253787739898,,,0.4055696349535557
2026-01-16,566033.9035828235,0.005140552050867164,-0.000837859702447763,0.005978411753314927,0.0,566033.9035828235,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.13206780716564692,1.132067807165647,1.014283200375813,0.0,,,0.2046355221389181
2026-01-20,573879.1251365121,0.013859985248287687,-0.02035682271626682,0.03421680796455451,0.0,573879.1251365121,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.14775825027302414,1.1477582502730241,0.9936356170816749,0.0,,,0.20670660120563203
2026-01-21,573749.306903982,-0.00022621180461868118,0.01154107264114601,-0.011767284445764692,0.0,573749.306903982,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.14749861380796392,1.147498613807964,1.0051032379172444,-0.00022621180461868118,,,0.21470180850090206
2026-01-22,585475.8405625338,0.02043842758055714,0.005223227311670575,0.015215200268886564,0.0,585475.8405625338,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.17095168112506753,1.1709516811250675,1.0103531206005822,0.0,,,0.4047917892008549
