year,start,end,rule,mode,strategy_return,benchmark_return,excess_return,cagr,annualized_return,annualized_volatility,sharpe,sortino,max_drawdown,win_rate,monthly_win_rate,turnover_annualized,final_nav,note
2024,2024-11-07,2024-12-31,strategy_with_embedded_hedge,mode_b,0.0,-0.04263711656471025,0.04263711656471025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2025,2025-01-01,2025-12-31,strategy_with_embedded_hedge,mode_b,0.700809283875468,0.27769710293395433,0.4231121809415137,0.7229844762550712,0.7047762886937878,0.563644513621909,1.2503914642315663,1.5458942465054375,-0.41374812599181754,0.556910569105691,0.6666666666666666,61.46172651601036,1.700809283875468,
2026,2026-01-01,2026-07-21,strategy_with_embedded_hedge,mode_b,0.4625981895463367,-0.01943969967078396,0.48203788921712065,1.0552680961041752,0.8826644522767748,0.5682666098831578,1.5532576380974783,2.2439076063125385,-0.2449322745760043,0.556390977443609,0.7142857142857143,57.634342556280785,1.4625981895463367,
