year,start,end,strategy_return,benchmark_return,strategy_max_drawdown,strategy_sharpe,strategy_turnover_annualized,strategy_mode
2026,2026-01-01,2026-08-06,0.45581394973887535,-0.003911739666820235,-0.2449322745760043,1.4693791757958357,61.9617657526033,mode_b
2025,2025-01-01,2025-12-31,0.700809283875468,0.27769710293395433,-0.41374812599181754,1.2503914642315663,61.46172651601036,mode_b
2024,2024-11-07,2024-12-31,0.0,-0.04263711656471025,0.0,0.0,0.0,mode_b
