year,start,end,strategy_return,benchmark_return,strategy_max_drawdown,strategy_sharpe,strategy_turnover_annualized,strategy_mode
2026,2026-01-01,2026-09-17,1.0524085173430575,0.12136710132552131,-0.22520398770519778,2.575640019800612,81.75724147137575,mode_b
2025,2025-01-01,2025-12-31,0.28722645456186546,0.17719073766190463,-0.2511607221452603,1.0480773825776462,80.5364001515226,mode_b
2024,2024-01-01,2024-12-31,-0.019242530348812847,0.2488624543686917,-0.25077360850654673,0.044460738644916044,81.84581663116144,mode_b
2023,2023-01-01,2023-12-31,-0.002929050981754666,0.2617602833042272,-0.27187811645144333,0.09548462411859403,84.77963119973684,mode_b
2022,2022-01-01,2022-12-31,-0.2248848479275577,-0.17964475785671452,-0.3261482818309295,-0.9933610653693528,87.14449920166112,mode_b
2021,2021-01-01,2021-12-31,0.24082361966387178,0.28729630824672525,-0.07719206927820754,1.22446666764396,80.65788994599457,mode_b
2020,2020-08-19,2020-12-31,0.10188327529311358,0.11786314102729012,-0.07055064998023208,1.2835518486268056,65.08572250179557,mode_b
