metric,value
Total Return,5.332192953200896
CAGR,0.4410323093611739
Sharpe Ratio,1.4849172773023873
Sortino Ratio,2.0884169747112513
Max Drawdown,-0.24541601088327314
Turnover (Annualized),28.070385522504736
