year,start,end,strategy_return,benchmark_return,strategy_max_drawdown,strategy_sharpe,strategy_turnover_annualized,strategy_mode
2026,2026-01-01,2026-09-17,0.6804048336554946,0.12136710132552131,-0.39915985088615247,1.5751419410018983,34.28541069557638,mode_b
2025,2025-01-01,2025-12-31,0.48116172479789987,0.17719073766190463,-0.37444965533585395,1.2496090408282619,30.82107403004916,mode_b
2024,2024-01-01,2024-12-31,0.17227845463279312,0.2488624543686917,-0.19826869159922844,0.6894304418506108,33.40386116826549,mode_b
2023,2023-01-01,2023-12-31,0.4553998946082687,0.2617602833042272,-0.18473612463393552,1.5715758586448692,32.82442348984718,mode_b
2022,2022-01-01,2022-12-31,-0.011434664692516638,-0.17964475785671452,-0.2003364894427757,0.09553635756627055,33.81120527444756,mode_b
2021,2021-01-01,2021-12-31,0.38987903732748097,0.28729630824672525,-0.14618039866943366,1.5810597041213452,31.146610209410518,mode_b
2020,2020-08-19,2020-12-31,0.22995789094641128,0.11786314102729012,-0.1400317008430212,2.0578263202023166,26.300906915749547,mode_b
