date,book,ticker,shares,weight,gross_market_value,net_market_value
2026-01-08,long,HK.03899,5187.835677397276,0.10191788195214645,53175.31569332208,53175.31569332208
2026-01-09,long,HK.00358,1162.2095928779797,0.09719958005857716,51695.082691212534,51695.082691212534
2026-01-09,long,HK.01208,5704.910102026613,0.10029414267186666,53340.90945394883,53340.90945394883
2026-01-09,long,HK.01385,948.6456177469418,0.09096814424748768,48380.92650509403,48380.92650509403
2026-01-09,long,HK.02610,862.1034535277563,0.096285520859665,51208.94513954872,51208.94513954872
2026-01-09,long,HK.02656,855.2259192949158,0.10693445345720794,56872.5236331119,56872.5236331119
2026-01-09,long,HK.02689,7279.8239796667485,0.09253003548801998,49211.610102547216,49211.610102547216
2026-01-09,long,HK.03393,2712.64558707402,0.09548036149711879,50780.725390025655,50780.725390025655
2026-01-09,long,HK.03858,1070.1287471895744,0.11750707940007152,62495.51883587114,62495.51883587114
2026-01-09,long,HK.03899,5187.835677397276,0.10388455255316624,55250.449964281,55250.449964281
2026-01-09,long,HK.03993,2428.8098142626186,0.09891612976681903,52608.02057692832,52608.02057692832
2026-01-12,long,HK.00358,1162.2095928779797,0.09482823927763079,51602.1059237823,51602.1059237823
2026-01-12,long,HK.01208,5704.910102026613,0.09949133963249927,54139.596868232555,54139.596868232555
2026-01-12,long,HK.01385,948.6456177469418,0.0922210234989872,50183.35317881322,50183.35317881322
2026-01-12,long,HK.02208,2882.9524998675156,0.09176047131192003,49932.73729770537,49932.73729770537
2026-01-12,long,HK.02315,1396.4747911245827,0.10136790173689256,55160.754249421014,55160.754249421014
2026-01-12,long,HK.02610,862.1034535277563,0.09505629792778397,51726.20721166538,51726.20721166538
2026-01-12,long,HK.02656,855.2259192949158,0.10584947677068997,57599.46566451257,57599.46566451257
2026-01-12,long,HK.03858,1070.1287471895744,0.11474853567892603,62442.012398511666,62442.012398511666
2026-01-12,long,HK.03899,5187.835677397276,0.10496482631293219,57118.07080814401,57118.07080814401
2026-01-12,long,HK.03993,2428.8098142626186,0.0997118878517378,54259.6112506269,54259.6112506269
2026-01-13,long,HK.00358,1162.2095928779797,0.0962923939801911,52950.26905152076,52950.26905152076
2026-01-13,long,HK.01208,5704.910102026613,0.10011517974711528,55052.382484556816,55052.382484556816
2026-01-13,long,HK.02208,2882.9524998675156,0.08178730505984025,44974.05899793324,44974.05899793324
2026-01-13,long,HK.02315,1396.4747911245827,0.10859119434023017,59713.26206848715,59713.26206848715
2026-01-13,long,HK.02610,862.1034535277563,0.09406638366804734,51726.20721166538,51726.20721166538
2026-01-13,long,HK.02656,855.2259192949158,0.11392323175557323,62645.29858835258,62645.29858835258
2026-01-13,long,HK.02689,6925.706815762796,0.09219322275563,50696.173891383674,50696.173891383674
2026-01-13,long,HK.03858,1070.1287471895744,0.11618074975914695,63886.68620721759,63886.68620721759
2026-01-13,long,HK.03899,5187.835677397276,0.09906022805846101,54472.274612671405,54472.274612671405
2026-01-13,long,HK.03993,2428.8098142626186,0.09779011087576472,53773.84928777438,53773.84928777438
2026-01-14,long,HK.00358,1162.2095928779797,0.09519333156253608,53810.30415025046,53810.30415025046
2026-01-14,long,HK.01208,5704.910102026613,0.09759248103252101,55166.480686597344,55166.480686597344
2026-01-14,long,HK.02315,1396.4747911245827,0.11052745236346544,62478.28215491383,62478.28215491383
2026-01-14,long,HK.02525,230.00631491662224,0.08447110759669647,47749.31097669078,47749.31097669078
2026-01-14,long,HK.02610,862.1034535277563,0.09226900538706276,52157.25893842926,52157.25893842926
2026-01-14,long,HK.02656,855.2259192949158,0.11891714671493127,67220.75725658037,67220.75725658037
2026-01-14,long,HK.03393,2469.0652727039064,0.08648461194822034,48887.49239953735,48887.49239953735
2026-01-14,long,HK.03858,1070.1287471895744,0.1211593917612532,68488.23982013276,68488.23982013276
2026-01-14,long,HK.03899,5187.835677397276,0.09774102721559567,55250.449964281,55250.449964281
2026-01-14,long,HK.03993,2428.8098142626186,0.0956444444177179,54065.3064654859,54065.3064654859
2026-01-15,long,HK.00358,1162.2095928779797,0.09459930775671435,54600.606673407485,54600.606673407485
2026-01-15,long,HK.01208,5704.910102026613,0.0961727723745549,55508.77529271894,55508.77529271894
2026-01-15,long,HK.02315,1396.4747911245827,0.10403801227341321,60048.41601835706,60048.41601835706
2026-01-15,long,HK.02525,230.00631491662224,0.08480117575320259,48945.34381425722,48945.34381425722
2026-01-15,long,HK.02610,862.1034535277563,0.09185969324447614,53019.36239195701,53019.36239195701
2026-01-15,long,HK.02656,855.2259192949158,0.11883536734437435,68589.11872745225,68589.11872745225
2026-01-15,long,HK.03393,2469.0652727039064,0.08482927896077405,48961.56435771846,48961.56435771846
2026-01-15,long,HK.03858,1070.1287471895744,0.12783824252631742,73785.37711872115,73785.37711872115
2026-01-15,long,HK.03899,5187.835677397276,0.09770262806457689,56391.77381330839,56391.77381330839
2026-01-15,long,HK.03939,4586.185392217389,0.0993235217015962,57327.31740271736,57327.31740271736
2026-01-16,long,HK.00358,1162.2095928779797,0.09505914847535661,55460.64177213719,55460.64177213719
2026-01-16,long,HK.01208,5704.910102026613,0.09269710507951245,54082.54776721229,54082.54776721229
2026-01-16,long,HK.02525,230.00631491662224,0.08854387833058029,51659.41833027336,51659.41833027336
2026-01-16,long,HK.02610,862.1034535277563,0.08998822931181978,52502.100319840356,52502.100319840356
2026-01-16,long,HK.02656,855.2259192949158,0.11748797273741934,68546.3574314875,68546.3574314875
2026-01-16,long,HK.03393,2469.0652727039064,0.09183354170318155,53578.71641767477,53578.71641767477
2026-01-16,long,HK.03858,1070.1287471895744,0.13022771138891198,75979.14105045977,75979.14105045977
2026-01-16,long,HK.03899,5187.835677397276,0.09496563861236387,55406.08503460291,55406.08503460291
2026-01-16,long,HK.03939,4586.185392217389,0.09566458983098115,55813.87622328562,55813.87622328562
2026-01-16,long,HK.03993,2574.862658617209,0.09929916944402382,57934.4098188872,57934.4098188872
2026-01-19,long,HK.00358,1162.2095928779797,0.09027302358351398,53322.17612124171,53322.17612124171
2026-01-19,long,HK.02099,295.22529322082795,0.0936725002119421,55330.16792549754,55330.16792549754
2026-01-19,long,HK.02525,230.00631491662224,0.08769165568003057,51797.42211922332,51797.42211922332
2026-01-19,long,HK.02610,862.1034535277563,0.09902830844381139,58493.71932185826,58493.71932185826
2026-01-19,long,HK.02656,855.2259192949158,0.11394773863444554,67306.27984850988,67306.27984850988
2026-01-19,long,HK.03330,2442.21224898521,0.09244966210459388,54607.86588730929,54607.86588730929
2026-01-19,long,HK.03393,2469.0652727039064,0.09154335181607547,54072.529472215545,54072.529472215545
2026-01-19,long,HK.03858,1070.1287471895744,0.13931968839837547,82292.90065887828,82292.90065887828
2026-01-19,long,HK.03939,4586.185392217389,0.09713126396641117,57373.17925663953,57373.17925663953
2026-01-19,long,HK.03993,2574.862658617209,0.09494280716080049,56080.50870468281,56080.50870468281
2026-01-20,long,HK.00017,4994.448134028047,0.08245754296979288,49445.036526877666,49445.036526877666
2026-01-20,long,HK.00358,1162.2095928779797,0.08810926428308394,52834.04809223296,52834.04809223296
2026-01-20,long,HK.00631,5336.538787952774,0.09344512668876334,56033.65727350413,56033.65727350413
2026-01-20,long,HK.02525,230.00631491662224,0.0860736659245959,51613.417067290036,51613.417067290036
2026-01-20,long,HK.02610,862.1034535277563,0.10344222913407902,62028.34348132207,62028.34348132207
2026-01-20,long,HK.02656,855.2259192949158,0.11352764002680586,68075.9831758753,68075.9831758753
2026-01-20,long,HK.03330,2442.21224898521,0.09277795862102155,55633.59503188309,55633.59503188309
2026-01-20,long,HK.03393,2469.0652727039064,0.09511570664665531,57035.40779946024,57035.40779946024
2026-01-20,long,HK.03858,1070.1287471895744,0.14241200794965486,85396.27402572804,85396.27402572804
2026-01-20,long,HK.03939,4586.185392217389,0.1026388577555471,61546.607963557355,61546.607963557355
2026-01-21,long,HK.00358,1162.2095928779797,0.08579125496249189,52717.82713294516,52717.82713294516
2026-01-21,long,HK.00631,5336.538787952774,0.09552958138466382,58701.92666748052,58701.92666748052
2026-01-21,long,HK.02099,252.37295569380072,0.0826814844668086,50806.90575189951,50806.90575189951
2026-01-21,long,HK.02525,230.00631491662224,0.08414369628856687,51705.41959325668,51705.41959325668
2026-01-21,long,HK.02610,862.1034535277563,0.09666385830432495,59398.92794806242,59398.92794806242
2026-01-21,long,HK.02656,855.2259192949158,0.1144727932775196,70342.33186200683,70342.33186200683
2026-01-21,long,HK.03330,2442.21224898521,0.0980875934984561,60273.79830495498,60273.79830495498
2026-01-21,long,HK.03393,2469.0652727039064,0.09434441216698476,57973.65260308772,57973.65260308772
2026-01-21,long,HK.03858,1070.1287471895744,0.15081323017068649,92673.14950661713,92673.14950661713
2026-01-21,long,HK.03939,4586.185392217389,0.09747209547949706,59895.5812223591,59895.5812223591
2026-01-22,long,HK.00358,1162.2095928779797,0.08530693726375593,51834.5478423579,51834.5478423579
2026-01-22,long,HK.00631,5336.538787952774,0.1003854883915033,60996.638346300206,60996.638346300206
2026-01-22,long,HK.02099,252.37295569380072,0.08344955316555745,50705.956569621994,50705.956569621994
2026-01-22,long,HK.02525,230.00631491662224,0.08570007813690285,52073.429697123276,52073.429697123276
2026-01-22,long,HK.02610,862.1034535277563,0.09101669912370461,55303.93654380557,55303.93654380557
2026-01-22,long,HK.02656,855.2259192949158,0.11548470662028426,70171.28667814784,70171.28667814784
2026-01-22,long,HK.03330,2442.21224898521,0.0960608314949967,58368.872750746516,58368.872750746516
2026-01-22,long,HK.03393,2469.0652727039064,0.09427262314421055,57282.31432673063,57282.31432673063
2026-01-22,long,HK.03858,1070.1287471895744,0.14793820752474357,89890.81476392425,89890.81476392425
2026-01-22,long,HK.03939,4586.185392217389,0.10038487513434073,60996.265716491274,60996.265716491274
2026-01-23,long,HK.00631,5336.538787952774,0.10164641656198632,62170.67687964982,62170.67687964982
2026-01-23,long,HK.01347,476.8465974652703,0.08560270829540993,52357.756401686675,52357.756401686675
2026-01-23,long,HK.02525,230.00631491662224,0.08461137542721357,51751.42085624,51751.42085624
2026-01-23,long,HK.02610,862.1034535277563,0.09232241613971859,56467.77620606804,56467.77620606804
2026-01-23,long,HK.02656,855.2259192949158,0.11500672544112893,70342.33186200683,70342.33186200683
2026-01-23,long,HK.02788,1965.2086765631332,0.0862377985200829,52746.20087895449,52746.20087895449
2026-01-23,long,HK.03330,2442.21224898521,0.09702779358491656,59345.7576503406,59345.7576503406
2026-01-23,long,HK.03393,2469.0652727039064,0.09430004207602573,57677.36477036325,57677.36477036325
2026-01-23,long,HK.03858,1070.1287471895744,0.14329347322003322,87643.54439482615,87643.54439482615
2026-01-23,long,HK.03939,4586.185392217389,0.09995125073348425,61133.85127825779,61133.85127825779
2026-01-26,long,HK.00631,5336.538787952774,0.10096315291337615,63077.88847360179,63077.88847360179
2026-01-26,long,HK.01208,5661.5568750375605,0.0985940092815023,61597.73880040866,61597.73880040866
2026-01-26,long,HK.02099,279.5524917702051,0.10368276549124555,64776.99764291859,64776.99764291859
2026-01-26,long,HK.02525,230.00631491662224,0.08018320156282908,50095.37538884033,50095.37538884033
2026-01-26,long,HK.02610,862.1034535277563,0.09348769279986632,58407.50897650549,58407.50897650549
2026-01-26,long,HK.02788,1965.2086765631332,0.08801205075785044,54986.53877023647,54986.53877023647
2026-01-26,long,HK.03330,2442.21224898521,0.09889849524312244,61787.96989932581,61787.96989932581
2026-01-26,long,HK.03393,2469.0652727039064,0.09247709656576779,57776.127381271406,57776.127381271406
2026-01-26,long,HK.03858,1070.1287471895744,0.1473915761099851,92084.57869566287,92084.57869566287
2026-01-26,long,HK.03939,4586.185392217389,0.09630995927445486,60170.752345892135,60170.752345892135
2026-01-27,long,HK.00631,5336.538787952774,0.10329134479059175,64038.465455433296,64038.465455433296
2026-01-27,long,HK.01208,5661.5568750375605,0.09953719265266417,61710.96993790941,61710.96993790941
2026-01-27,long,HK.02099,279.5524917702051,0.10150658394495934,62931.95119723524,62931.95119723524
2026-01-27,long,HK.02610,862.1034535277563,0.09344405431500201,57933.352077065225,57933.352077065225
2026-01-27,long,HK.02788,1965.2086765631332,0.08678908945168014,53807.413564298586,53807.413564298586
2026-01-27,long,HK.03330,2442.21224898521,0.09879476955835773,61250.68320454906,61250.68320454906
2026-01-27,long,HK.03393,2469.0652727039064,0.09597820623851178,59504.473072164146,59504.473072164146
2026-01-27,long,HK.03858,1070.1287471895744,0.14740659580938797,91388.99500998965,91388.99500998965
2026-01-27,long,HK.03939,4586.185392217389,0.09520355569663806,59024.20599783779,59024.20599783779
2026-01-27,long,HK.06869,742.7244552962834,0.07804860754220706,48388.498262552865,48388.498262552865
2026-01-28,long,HK.00631,5336.538787952774,0.10426906096005424,68841.35036459079,68841.35036459079
2026-01-28,long,HK.01208,5661.5568750375605,0.09569872479827059,63182.974725419175,63182.974725419175
2026-01-28,long,HK.02099,279.5524917702051,0.09658877183439997,63770.60867254585,63770.60867254585
2026-01-28,long,HK.02259,262.2157552920059,0.10056076437312764,66393.02923993589,66393.02923993589
2026-01-28,long,HK.02610,862.1034535277563,0.09532094222991361,62933.55210752621,62933.55210752621
2026-01-28,long,HK.02788,1965.2086765631332,0.08614166887159637,56873.139099737076,56873.139099737076
2026-01-28,long,HK.03393,2469.0652727039064,0.0902019562315275,59553.85437761823,59553.85437761823
2026-01-28,long,HK.03858,1070.1287471895744,0.14749710788099285,97381.71599425127,97381.71599425127
2026-01-28,long,HK.03939,4586.185392217389,0.09912464876265108,65444.865546942136,65444.865546942136
2026-01-28,long,HK.06869,742.7244552962834,0.08459635405746627,55852.87903828052,55852.87903828052
2026-01-29,long,HK.00631,5336.538787952774,0.10145609297733063,64572.11933422857,64572.11933422857
2026-01-29,long,HK.01164,12347.206325480207,0.1020440161195071,64946.305272025886,64946.305272025886
2026-01-29,long,HK.01347,534.0255174882516,0.09749924007066081,62053.76513213484,62053.76513213484
2026-01-29,long,HK.02259,262.2157552920059,0.10085635986473769,64190.416895483046,64190.416895483046
2026-01-29,long,HK.02610,862.1034535277563,0.09481794050947015,60347.24174694294,60347.24174694294
2026-01-29,long,HK.02788,1965.2086765631332,0.08324567016390144,52982.02592014207,52982.02592014207
2026-01-29,long,HK.03393,2469.0652727039064,0.0910109551151385,57924.27129763365,57924.27129763365
2026-01-29,long,HK.03858,1070.1287471895744,0.13921930478940203,88606.66026729676,88606.66026729676
2026-01-29,long,HK.03939,4586.185392217389,0.09835973527483431,62601.43060376736,62601.43060376736
2026-01-29,long,HK.06869,742.7244552962834,0.09149068511501743,58229.597295228625,58229.597295228625
2026-01-30,long,HK.00358,1103.7439499607603,0.08512662365561577,52383.68786513769,52383.68786513769
2026-01-30,long,HK.00631,5336.538787952774,0.1043264996586018,64198.56161907187,64198.56161907187
2026-01-30,long,HK.01164,12347.206325480207,0.10192993710119949,62723.80813343945,62723.80813343945
2026-01-30,long,HK.01347,534.0255174882516,0.10110142419195269,62213.97278738131,62213.97278738131
2026-01-30,long,HK.02259,262.2157552920059,0.093149017604249,57320.36410683249,57320.36410683249
2026-01-30,long,HK.03393,2469.0652727039064,0.09629708734905465,59257.56654489375,59257.56654489375
2026-01-30,long,HK.03858,1070.1287471895744,0.13999136548856755,86145.36414876074,86145.36414876074
2026-01-30,long,HK.03939,4586.185392217389,0.09278767585714479,57098.00813310649,57098.00813310649
2026-01-30,long,HK.06693,1299.6143330220893,0.08426684357020796,51854.61188758136,51854.61188758136
2026-01-30,long,HK.06869,742.7244552962834,0.10102352552340622,62166.03690829892,62166.03690829892
2026-02-02,long,HK.00017,5236.210684599734,0.09396701122276796,52466.831059689335,52466.831059689335
2026-02-02,long,HK.00358,1103.7439499607603,0.08571329470712258,47858.33767029857,47858.33767029857
2026-02-02,long,HK.00631,5336.538787952774,0.11230216182471023,62704.330758445096,62704.330758445096
2026-02-02,long,HK.00966,2266.2974369283224,0.10017345260149732,55932.220743391,55932.220743391
2026-02-02,long,HK.01164,12347.206325480207,0.09929002634870243,55438.95640140613,55438.95640140613
2026-02-02,long,HK.01347,534.0255174882516,0.09889472515895908,55218.23850828522,55218.23850828522
2026-02-02,long,HK.02259,262.2157552920059,0.0945820730351523,52810.25311580999,52810.25311580999
2026-02-02,long,HK.03347,1077.3855967570114,0.09792594955061958,54677.31903541833,54677.31903541833
2026-02-02,long,HK.03393,2469.0652727039064,0.10206079694447884,56986.02649400615,56986.02649400615
2026-02-02,long,HK.06869,742.7244552962834,0.1125352724014073,62834.488918065574,62834.488918065574
2026-02-03,long,HK.00017,5236.210684599734,0.09067545082114434,53671.15951714727,53671.15951714727
2026-02-03,long,HK.00631,5336.538787952774,0.11540334192751235,68307.69648579552,68307.69648579552
2026-02-03,long,HK.00966,2266.2974369283224,0.096869302881046,57337.32515428656,57337.32515428656
2026-02-03,long,HK.01138,3964.3803786852914,0.09510698360960433,56294.201377331134,56294.201377331134
2026-02-03,long,HK.01797,1956.9214758807707,0.093431711072835,55302.60090839058,55302.60090839058
2026-02-03,long,HK.02259,262.2157552920059,0.0962204423851947,56953.262049423676,56953.262049423676
2026-02-03,long,HK.02315,1297.8737078175895,0.0997683010837326,59053.25370570032,59053.25370570032
2026-02-03,long,HK.02338,2125.51778764896,0.09760294944273051,57771.57346829874,57771.57346829874
2026-02-03,long,HK.02656,651.2488506496591,0.09577771921944053,56691.21244905282,56691.21244905282
2026-02-03,long,HK.06869,742.7244552962834,0.11914379755675959,70521.6870303821,70521.6870303821
2026-02-04,long,HK.00017,5236.210684599734,0.09271902714346432,55975.09221837115,55975.09221837115
2026-02-04,long,HK.00631,5336.538787952774,0.11571065855288823,69855.29273430181,69855.29273430181
2026-02-04,long,HK.00966,2266.2974369283224,0.09632690533074992,58153.19223158075,58153.19223158075
2026-02-04,long,HK.01138,3964.3803786852914,0.10079935338457024,60853.23881281922,60853.23881281922
2026-02-04,long,HK.02259,262.2157552920059,0.09364435177432748,56533.71684095647,56533.71684095647
2026-02-04,long,HK.02315,1297.8737078175895,0.10211748086161354,61649.0011213355,61649.0011213355
2026-02-04,long,HK.02610,867.5581036321151,0.09268988296486422,55957.497684271424,55957.497684271424
2026-02-04,long,HK.03393,2296.8898863340155,0.09427912124321876,56916.9313833569,56916.9313833569
2026-02-04,long,HK.03939,3753.108143140946,0.09778986565525263,59036.39109160708,59036.39109160708
2026-02-04,long,HK.06869,742.7244552962834,0.11392335308905081,68776.28456043584,68776.28456043584
2026-02-05,long,HK.00017,5236.210684599734,0.091720398672301,53409.34898291728,53409.34898291728
2026-02-05,long,HK.00631,5336.538787952774,0.11822192595156653,68841.35036459079,68841.35036459079
2026-02-05,long,HK.01138,3964.3803786852914,0.10157639386607026,59148.55524998454,59148.55524998454
2026-02-05,long,HK.02259,262.2157552920059,0.09267291049081886,53964.00243909482,53964.00243909482
2026-02-05,long,HK.02315,1297.8737078175895,0.10475600845525898,61000.06426742671,61000.06426742671
2026-02-05,long,HK.02656,642.4589292406038,0.09769730517201533,56889.73818425546,56889.73818425546
2026-02-05,long,HK.03393,2296.8898863340155,0.09427286937994156,54895.66828338297,54895.66828338297
2026-02-05,long,HK.03899,4706.775626171882,0.09465183551741908,55116.342582472746,55116.342582472746
2026-02-05,long,HK.03939,3753.108143140946,0.09410064142113096,54795.37888985781,54795.37888985781
2026-02-05,long,HK.06869,742.7244552962834,0.11032971107347754,64245.665383128515,64245.665383128515
2026-02-06,long,HK.00017,5236.210684599734,0.08901474531071579,52100.29631176735,52100.29631176735
2026-02-06,long,HK.00631,5336.538787952774,0.12345255852929436,72256.73518888056,72256.73518888056
2026-02-06,long,HK.01138,3964.3803786852914,0.1002440936737581,58672.82960454231,58672.82960454231
2026-02-06,long,HK.01797,1625.2930933401824,0.08563825700158309,50124.03899861123,50124.03899861123
2026-02-06,long,HK.02315,1297.8737078175895,0.10577245242538903,61908.57586289902,61908.57586289902
2026-02-06,long,HK.02656,642.4589292406038,0.09813064392064065,57435.82827410998,57435.82827410998
2026-02-06,long,HK.03393,2296.8898863340155,0.09441860046991753,55263.17066519641,55263.17066519641
2026-02-06,long,HK.03899,4706.775626171882,0.09384607471011093,54928.071557425865,54928.071557425865
2026-02-06,long,HK.03939,3753.108143140946,0.09426059428234373,55170.689704171906,55170.689704171906
2026-02-06,long,HK.06869,742.7244552962834,0.11522197967624657,67439.38054090254,67439.38054090254
2026-02-09,long,HK.00631,5336.538787952774,0.12584196819375493,76312.50466772467,76312.50466772467
2026-02-09,long,HK.01138,3964.3803786852914,0.09995685832369962,60615.3759900981,60615.3759900981
2026-02-09,long,HK.01196,2972.032494694377,0.07258358357641158,44015.801246423725,44015.801246423725
2026-02-09,long,HK.01797,1625.2930933401824,0.08646211346660482,52431.95519115428,52431.95519115428
2026-02-09,long,HK.02315,1297.8737078175895,0.10491450497626277,63621.769157218245,63621.769157218245
2026-02-09,long,HK.02656,642.4589292406038,0.09683254794618738,58720.746132591186,58720.746132591186
2026-02-09,long,HK.03393,2296.8898863340155,0.0955245613276625,57927.56293334387,57927.56293334387
2026-02-09,long,HK.03899,4706.775626171882,0.0908111450581723,55069.27482621102,55069.27482621102
2026-02-09,long,HK.03939,3753.108143140946,0.09883841877034584,59937.13704596091,59937.13704596091
2026-02-09,long,HK.06869,742.7244552962834,0.12823429836089822,77763.25046952088,77763.25046952088
2026-02-10,long,HK.00631,5336.538787952774,0.12398821434475416,77006.25471015854,77006.25471015854
2026-02-10,long,HK.01138,3964.3803786852914,0.1029589463059155,63945.45550819374,63945.45550819374
2026-02-10,long,HK.01797,1625.2930933401824,0.0764132981704796,47458.558325533326,47458.558325533326
2026-02-10,long,HK.02315,1297.8737078175895,0.10406775391600452,64634.11064931595,64634.11064931595
2026-02-10,long,HK.02656,642.4589292406038,0.09392595554659051,58335.27077504682,58335.27077504682
2026-02-10,long,HK.02659,381.0504360471758,0.08816447688416611,54756.94765997916,54756.94765997916
2026-02-10,long,HK.02689,5407.702804108418,0.08245503846613757,51210.94555490672,51210.94555490672
2026-02-10,long,HK.03393,2296.8898863340155,0.09519258533384119,59121.945674237555,59121.945674237555
2026-02-10,long,HK.03939,3753.108143140946,0.09650512965780109,59937.13704596091,59937.13704596091
2026-02-10,long,HK.06869,742.7244552962834,0.13632860137430974,84670.58790377631,84670.58790377631
2026-02-11,long,HK.00017,4384.3184590419305,0.077424629166097,47043.73706551992,47043.73706551992
2026-02-11,long,HK.00631,5336.538787952774,0.12533170951793804,76152.40850408608,76152.40850408608
2026-02-11,long,HK.01138,3964.3803786852914,0.10569821483999521,64222.96213470172,64222.96213470172
2026-02-11,long,HK.02315,1297.8737078175895,0.11299661316765872,68657.51914355048,68657.51914355048
2026-02-11,long,HK.02656,642.4589292406038,0.06650791528985275,40410.66664923398,40410.66664923398
2026-02-11,long,HK.02659,381.0504360471758,0.0909343119616359,55252.313226840495,55252.313226840495
2026-02-11,long,HK.02689,5407.702804108418,0.0845500251143225,51373.17663902997,51373.17663902997
2026-02-11,long,HK.03393,2296.8898863340155,0.09730295688522138,59121.945674237555,59121.945674237555
