metric,value
Total Return,5.424736395286399
CAGR,0.4523979264405176
Sharpe Ratio,1.5086337364306381
Sortino Ratio,2.1147525760936827
Max Drawdown,-0.24541601088327314
Turnover (Annualized),27.87900326745032
