date,variant,daily_return,nav,gross_exposure
2022-03-07,baseline_80,-0.023515516835243996,0.8402346661122352,0.64
2022-03-08,baseline_80,0.0019087896100544472,0.8418384973129178,0.64
2022-03-09,baseline_80,0.004314188977873102,0.8454703476791744,0.64
2022-03-10,baseline_80,-0.002848068179075361,0.8430623904855976,0.64
2022-03-11,baseline_80,-0.009127332992318129,0.8353674793143357,0.64
2022-03-14,baseline_80,-0.008313549331981224,0.8284226105647232,0.64
2022-03-15,baseline_80,-0.0035157584213570373,0.8255100767951877,0.64
2022-03-16,baseline_80,0.037719757446884085,0.8566481166618609,0.64
2022-03-17,baseline_80,0.02180659926317864,0.8753286988514628,0.64
2022-03-18,baseline_80,0.016706780050922666,0.8899526228954345,0.64
2022-03-21,baseline_80,-0.00935397539712203,0.8816280279562664,0.64
2022-03-22,baseline_80,0.010020102455496874,0.8904620311240259,0.64
2022-03-23,baseline_80,-0.007457019386607566,0.883821838494896,0.64
2022-03-24,baseline_80,0.013076810988287741,0.8953794096242148,0.64
2022-03-25,baseline_80,-0.006957983449657635,0.8891493745108854,0.64
2022-03-28,baseline_80,0.0016663224513354274,0.8906309840762237,0.64
2022-03-29,baseline_80,0.010190851095859398,0.8997072718163033,0.64
2022-03-30,baseline_80,-0.007964179733198407,0.8925418413962927,0.64
2022-03-31,baseline_80,-0.006570723877921303,0.8866771954069862,0.64
2022-04-01,baseline_80,-0.0009893540095258667,0.8857999577685551,0.64
2022-04-04,baseline_80,0.010586870520493948,0.8951778072285098,0.64
2022-04-05,baseline_80,-0.012947357007462959,0.8835876205731644,0.64
2022-04-06,baseline_80,-0.01068086786912585,0.8741501379470272,0.64
2022-04-07,baseline_80,-0.007608341206267762,0.8674993054320203,0.64
2022-04-08,baseline_80,-0.006302980493052246,0.8620314742321459,0.64
2022-04-11,baseline_80,-0.005843773186789694,0.8569939578168593,0.64
2022-04-12,baseline_80,-0.0034450246415799503,0.8540415925144951,0.64
2022-04-13,baseline_80,0.0053893016947492356,0.8586442803164198,0.64
2022-04-14,baseline_80,-0.00887202654595276,0.851026365467922,0.64
2022-04-18,baseline_80,0.002517995962578956,0.8531692464202184,0.64
2022-04-19,baseline_80,0.011000739590757078,0.8625547391269296,0.64
2022-04-20,baseline_80,-0.00034245268837338513,0.8622593549376464,0.64
2022-04-21,baseline_80,-0.014534817013124037,0.8497265729957733,0.64
2022-04-22,baseline_80,-0.007669675693560833,0.8432094457526949,0.64
2022-04-25,baseline_80,-0.0020891880845874326,0.8414478226258167,0.64
2022-04-26,baseline_80,-0.015693723218006675,0.8282423733951328,0.64
2022-04-27,baseline_80,0.004281708843586998,0.8317886660899322,0.64
2022-04-28,baseline_80,0.019626046088179465,0.8481133887862384,0.64
2022-04-29,baseline_80,-0.00342222840754534,0.8452109510543147,0.64
2022-05-02,baseline_80,0.00559998521655702,0.8499441198850908,0.64
2022-05-03,baseline_80,0.016459941794255376,0.863934150626769,0.64
2022-05-04,baseline_80,0.013929459190680494,0.8759682861213598,0.64
2022-05-05,baseline_80,-0.013951189900814587,0.8637474862145896,0.64
2022-05-06,baseline_80,-0.022507393032399663,0.8443067820616106,0.64
2022-05-09,baseline_80,-0.019822319110919157,0.827570663600072,0.64
2022-05-10,baseline_80,-0.0003140826360821246,0.8273107380245043,0.64
2022-05-11,baseline_80,-0.018595403883854826,0.8119265607134886,0.64
2022-05-12,baseline_80,-0.0015785285066102798,0.8106449114921283,0.64
2022-05-13,baseline_80,0.02811619292072399,0.8334371602138443,0.64
2022-05-16,baseline_80,-0.0018747907293179009,0.8318746399524063,0.64
2022-05-17,baseline_80,0.026794921584947635,0.8541646556984376,0.64
2022-05-18,baseline_80,-0.014131644826779723,0.8420939041605187,0.64
2022-05-19,baseline_80,-0.0002391720652032709,0.8418924988223655,0.64
2022-05-20,baseline_80,-0.0030486913527472664,0.839325828441263,0.64
2022-05-23,baseline_80,0.00563497933964598,0.8440554121437608,0.64
2022-05-24,baseline_80,-0.01383846170011675,0.8323749836500332,0.64
2022-05-25,baseline_80,0.012613745097314081,0.8428743495191756,0.64
2022-05-26,baseline_80,0.016900418477166678,0.8571192787497193,0.64
2022-05-27,baseline_80,0.022138095515539344,0.8760942672108907,0.64
2022-05-30,baseline_80,0.004250024841683828,0.8798176896101938,0.64
2022-05-31,baseline_80,-0.002911767061202469,0.8772558654417236,0.64
2022-06-01,baseline_80,-0.0017206557024920955,0.8757464101343067,0.64
2022-06-02,baseline_80,0.01621544329212476,0.8899470263861212,0.64
2022-06-03,baseline_80,-0.011908184387018458,0.8793493731012365,0.64
2022-06-06,baseline_80,0.006481542152936761,0.8850489131301507,0.64
2022-06-07,baseline_80,0.0038243130354108862,0.8884336172256107,0.64
2022-06-08,baseline_80,-0.006660491197660763,0.8825162129383736,0.64
2022-06-09,baseline_80,-0.010472658820874267,0.87327392173638,0.64
2022-06-10,baseline_80,-0.013450922782861367,0.8615275816468173,0.64
2022-06-13,baseline_80,-0.024391566660244796,0.8405135742094395,0.64
2022-06-14,baseline_80,-0.004930801535375364,0.8363691685872238,0.64
2022-06-15,baseline_80,-0.010066806789275963,0.8279496017625488,0.64
2022-06-16,baseline_80,-0.03394766032112727,0.7998426499189012,0.64
2022-06-17,baseline_80,0.0006567185185911496,0.8003679213990619,0.64
2022-06-20,baseline_80,-0.008695480414305647,0.7934083378142978,0.64
2022-06-21,baseline_80,0.003358435178367332,0.7960729482868233,0.64
2022-06-22,baseline_80,-0.011883587454658342,0.7866127457855692,0.64
2022-06-23,baseline_80,0.007406105568233762,0.7924384828221753,0.64
2022-06-24,baseline_80,0.012652881324683722,0.8024651129024368,0.64
2022-06-27,baseline_80,0.006172388857690487,0.8074182396240013,0.64
2022-06-28,baseline_80,-0.0013046941028079931,0.8063648058082642,0.64
2022-06-29,baseline_80,-0.016022145237904642,0.7934451117748694,0.64
2022-06-30,baseline_80,-0.005772026138831103,0.7888653258499772,0.64
2022-07-01,baseline_80,-0.007776227056282421,0.7827309299593395,0.64
2022-07-04,baseline_80,-0.0020432316444766044,0.7811316293541359,0.64
2022-07-05,baseline_80,0.0032372886312808814,0.783660377897378,0.64
2022-07-06,baseline_80,0.0029717785794349354,0.7859892430219653,0.64
2022-07-07,baseline_80,0.014621043249484718,0.7974812257378191,0.64
2022-07-08,baseline_80,0.006266965858022555,0.802479013351932,0.64
2022-07-11,baseline_80,-0.01297163425655926,0.7920695490921662,0.64
2022-07-12,baseline_80,0.0015059752556761553,0.7932623862338736,0.64
2022-07-13,baseline_80,0.002302355514162091,0.7950887582629965,0.64
2022-07-14,baseline_80,-0.0023489275081201204,0.7932211524073155,0.64
2022-07-15,baseline_80,0.005116252165848617,0.7972794718463163,0.64
2022-07-18,baseline_80,-0.014064195281028017,0.7860663776607149,0.64
2022-07-19,baseline_80,0.0038340272411365723,0.7890801775660076,0.64
2022-07-20,baseline_80,0.005482071200431511,0.7934059712822736,0.64
2022-07-21,baseline_80,0.004847132530161664,0.7972517151753004,0.64
2022-07-22,baseline_80,-0.028661337507185875,0.7744014146884782,0.64
2022-07-25,baseline_80,-0.004500824893939849,0.7709159695233461,0.64
2022-07-26,baseline_80,-0.0012143199676130669,0.769979830868202,0.64
2022-07-27,baseline_80,0.009383002901702148,0.7772045538554905,0.64
2022-07-28,baseline_80,0.01880859197000257,0.7918226771861863,0.64
2022-07-29,baseline_80,-0.007329797239917769,0.7860187775124426,0.64
2022-08-01,baseline_80,0.00025580667727888675,0.786219846364197,0.64
2022-08-02,baseline_80,-0.003824599346875317,0.783212870453292,0.64
2022-08-03,baseline_80,0.004986846623574684,0.7871186329118522,0.64
2022-08-04,baseline_80,0.024706438707670537,0.8065655311715544,0.64
2022-08-05,baseline_80,0.006251929597069524,0.8116081220878619,0.64
2022-08-08,baseline_80,-0.000905492458450743,0.810873217054094,0.64
2022-08-09,baseline_80,-0.015311528412757704,0.7984575087520259,0.64
2022-08-10,baseline_80,0.022691897845183454,0.8165760249743467,0.64
2022-08-11,baseline_80,0.013910387366671051,0.8279349137960763,0.64
2022-08-12,baseline_80,0.014569595647304362,0.839997590712371,0.64
2022-08-15,baseline_80,-0.006977953816279063,0.8341361263185944,0.64
2022-08-16,baseline_80,-0.007865588115697628,0.8275751551165488,0.64
2022-08-17,baseline_80,-0.01048336117483407,0.8188993858661426,0.64
2022-08-18,baseline_80,0.004164803601709179,0.8223099409778354,0.64
2022-08-19,baseline_80,-0.012570622436041203,0.8119729931843996,0.64
2022-08-22,baseline_80,-0.007165809686154195,0.8061545492449432,0.64
2022-08-23,baseline_80,-0.007842807897173626,0.7998320339797825,0.64
2022-08-24,baseline_80,0.004886711333168875,0.8037405822448631,0.64
2022-08-25,baseline_80,0.023774678180049184,0.8228492559279801,0.64
2022-08-26,baseline_80,-0.018182774035800674,0.8078875738419149,0.64
2022-08-29,baseline_80,-0.013352486121618271,0.7971002662243628,0.64
2022-08-30,baseline_80,0.00984410748112758,0.8049470069183108,0.64
2022-08-31,baseline_80,-0.00572322528557116,0.8003401138547711,0.64
2022-09-01,baseline_80,-0.0022959977089199155,0.7985025347870038,0.64
2022-09-02,baseline_80,-0.008881481138462854,0.7914106495852783,0.64
2022-09-05,baseline_80,-0.0010400446956559683,0.7905875471370915,0.64
2022-09-06,baseline_80,-0.0052012257457471735,0.7864755228326549,0.64
2022-09-07,baseline_80,0.006052714620331967,0.7912358347282373,0.64
2022-09-08,baseline_80,0.005102763807248581,0.7952733243086867,0.64
2022-09-09,baseline_80,0.016645504636144733,0.8085110501154691,0.64
2022-09-12,baseline_80,0.0015888609798103738,0.8097956617747432,0.64
2022-09-13,baseline_80,-0.016538724463341474,0.7964026744530414,0.64
2022-09-14,baseline_80,-0.0010533684486537082,0.7955637690033491,0.64
2022-09-15,baseline_80,-0.011038302048091378,0.7867820958225721,0.64
2022-09-16,baseline_80,-0.005231000868623914,0.7826664379959064,0.64
2022-09-19,baseline_80,-0.004318513525434993,0.7792864823975171,0.64
2022-09-20,baseline_80,-0.004264087358608686,0.7759635367591912,0.64
2022-09-21,baseline_80,-0.008058739269609453,0.7697102489337249,0.64
2022-09-22,baseline_80,-0.014877509145511503,0.7582588776658193,0.64
2022-09-23,baseline_80,-0.011653488307657077,0.7494225167007635,0.64
2022-09-26,baseline_80,-0.0189417138312988,0.7352271698506859,0.64
2022-09-27,baseline_80,0.007703380573131699,0.7408909045477523,0.64
2022-09-28,baseline_80,-0.004631953709061526,0.7374591321744224,0.64
2022-09-29,baseline_80,-0.019282945915534554,0.7232387476137859,0.64
2022-09-30,baseline_80,0.0053768890136838806,0.7271275220901009,0.64
2022-10-03,baseline_80,0.014977200560634172,0.7380178568216013,0.64
2022-10-04,baseline_80,0.020326795453293498,0.753019394838092,0.64
2022-10-05,baseline_80,0.0067971047327817944,0.7581377465306224,0.64
2022-10-06,baseline_80,-0.010901818398274844,0.7498726664970682,0.64
2022-10-07,baseline_80,-0.011154841329001393,0.7415079558853382,0.64
2022-10-10,baseline_80,-0.020771227860987278,0.726105925172909,0.64
2022-10-11,baseline_80,0.0015067960287416153,0.7272000186974052,0.64
2022-10-12,baseline_80,-0.011614823878962888,0.7187537185554564,0.64
2022-10-13,baseline_80,0.008842944311541309,0.7251096176623555,0.64
2022-10-14,baseline_80,-0.00641886841403207,0.7204552344408317,0.64
2022-10-17,baseline_80,0.013261835063863732,0.7300097929308833,0.64
2022-10-18,baseline_80,0.006417702307038571,0.7346947784631367,0.64
2022-10-19,baseline_80,-0.006343737945217214,0.7300340673188471,0.64
2022-10-20,baseline_80,-0.00214343037629539,0.7284692901232255,0.64
2022-10-21,baseline_80,0.0180898704176893,0.7416472051848207,0.64
2022-10-24,baseline_80,-0.006922268457155179,0.7365133241300326,0.64
2022-10-25,baseline_80,0.012771148306575988,0.7459194450222665,0.64
2022-10-26,baseline_80,-0.004398563668435873,0.7426384708518117,0.64
2022-10-27,baseline_80,-0.01009459503954359,0.7351418362277767,0.64
2022-10-28,baseline_80,-0.002915079193983301,0.7329988395563625,0.64
2022-10-31,baseline_80,-0.01916944136663957,0.7189476612796719,0.64
2022-11-01,baseline_80,0.016725008590420847,0.7309720670906374,0.64
2022-11-02,baseline_80,0.0008495293423388802,0.7315930493100611,0.64
2022-11-03,baseline_80,-0.01822973100794229,0.7182563048138584,0.64
2022-11-04,baseline_80,0.03630250845418164,0.7443308103916327,0.64
2022-11-07,baseline_80,0.01011787931773715,0.7518618597036488,0.64
2022-11-08,baseline_80,0.0030094171917795,0.7541245257100844,0.64
2022-11-09,baseline_80,-0.018879161634848565,0.7398872868964002,0.64
2022-11-10,baseline_80,0.03059817327757294,0.7625264863067295,0.64
2022-11-11,baseline_80,0.032911940959216644,0.7876227130038955,0.64
2022-11-14,baseline_80,0.00219895294933604,0.7893546582916194,0.64
2022-11-15,baseline_80,0.007919403860639428,0.7956058766199078,0.64
2022-11-16,baseline_80,-0.020593967200035906,0.7792211952926416,0.64
2022-11-17,baseline_80,-0.0010960430475566254,0.7783671353190323,0.64
2022-11-18,baseline_80,0.001626820938831628,0.7796333992728678,0.64
2022-11-21,baseline_80,-0.004983113561509142,0.7757483975079457,0.64
2022-11-22,baseline_80,0.0024914112235293827,0.777681105772132,0.64
2022-11-23,baseline_80,0.008338288781071039,0.7841656354116426,0.64
2022-11-24,baseline_80,0.004335978028684781,0.787565760377637,0.64
2022-11-25,baseline_80,-0.005912582927960947,0.7829092125081817,0.64
2022-11-28,baseline_80,-0.02099392140328715,0.7664728780348755,0.64
2022-11-29,baseline_80,0.0043013393952454765,0.7697697380205542,0.64
2022-11-30,baseline_80,0.0285302819163047,0.7917314856569205,0.64
2022-12-01,baseline_80,-0.003765738975849794,0.7887500315429748,0.64
2022-12-02,baseline_80,-0.004716452681847949,0.7850299293413964,0.64
2022-12-05,baseline_80,-0.006786101184658619,0.7797026368079003,0.64
2022-12-06,baseline_80,-0.006165265592431853,0.7748955629688602,0.64
2022-12-07,baseline_80,0.004448066020197583,0.7783423495917038,0.64
2022-12-08,baseline_80,0.02357759534603188,0.7966937905510567,0.64
2022-12-09,baseline_80,-0.0007644377971143345,0.7960847677048332,0.64
2022-12-12,baseline_80,0.0036617534176612673,0.7989998338237244,0.64
2022-12-13,baseline_80,-0.0008628010084418492,0.7983104559613564,0.64
2022-12-14,baseline_80,-0.001514415672227906,0.7971014820955451,0.64
2022-12-15,baseline_80,-0.02413892428844961,0.7778603097690298,0.64
2022-12-16,baseline_80,0.009833839767179116,0.7855096634165467,0.64
2022-12-19,baseline_80,-0.015422174204603446,0.7733953965479373,0.64
2022-12-20,baseline_80,-0.003963006601596355,0.7703304254857737,0.64
2022-12-21,baseline_80,-0.003031560057428111,0.7679951225368494,0.64
2022-12-22,baseline_80,-0.007337593722897332,0.7623598863465073,0.64
2022-12-23,baseline_80,-0.0019293144506499888,0.760889054401183,0.64
2022-12-27,baseline_80,-5.052343772261411e-05,0.7608506116704292,0.64
2022-12-28,baseline_80,-0.005366336298083878,0.7567676314156029,0.64
2022-12-29,baseline_80,0.015566984702692476,0.7685482215573424,0.64
2022-12-30,baseline_80,0.0013068203786154521,0.7695525760352222,0.64
2023-01-03,baseline_80,0.0028219984473926733,0.7717242522099806,0.64
2023-01-04,baseline_80,0.013571598782779502,0.7821977841319151,0.64
2023-01-05,baseline_80,0.013622712465244977,0.792853439636096,0.64
2023-01-06,baseline_80,0.011205364256534019,0.8017376512292643,0.64
2023-01-09,baseline_80,0.0037051602202167284,0.804708217681649,0.64
2023-01-10,baseline_80,0.018048225242021588,0.8192317728484731,0.64
2023-01-11,baseline_80,0.013939639553339534,0.8306515684726242,0.64
2023-01-12,baseline_80,0.0048584570947120655,0.8346872534787038,0.64
2023-01-13,baseline_80,7.710096581577748e-05,0.8347516086721011,0.64
2023-01-16,baseline_80,-0.0008683853459972912,0.8340267226075826,0.64
2023-01-17,baseline_80,0.002096272611585092,0.835775069983515,0.64
2023-01-18,baseline_80,0.005865782654839061,0.8406775448923713,0.64
2023-01-19,baseline_80,-0.00571076909122799,0.8358766295533105,0.64
2023-01-20,baseline_80,0.017605022732331613,0.8505922566180214,0.64
2023-01-23,baseline_80,0.021161726239649303,0.8685922570941375,0.64
2023-01-24,baseline_80,-0.0057848738482152665,0.8635675604613113,0.64
2023-01-25,baseline_80,0.0011436643346065976,0.8645551918807342,0.64
2023-01-26,baseline_80,0.01139784159919164,0.8744092550115494,0.64
2023-01-27,baseline_80,0.006257426204120185,0.8798808063969838,0.64
2023-01-30,baseline_80,-0.011688189604014741,0.8695965927028825,0.64
2023-01-31,baseline_80,0.00371052431069649,0.8728232520006054,0.64
2023-02-01,baseline_80,0.016480918392468284,0.8872081807878762,0.64
2023-02-02,baseline_80,0.007142365372475288,0.8935449457765124,0.64
2023-02-03,baseline_80,-0.008693417990621918,0.8857769860694696,0.64
2023-02-06,baseline_80,-0.012387577041646987,0.8748043554128162,0.64
2023-02-07,baseline_80,0.006745321896972705,0.8807051923869493,0.64
2023-02-08,baseline_80,-0.0019245898055193144,0.8790101961520135,0.64
2023-02-09,baseline_80,-0.014106905593484775,0.8666100822991865,0.64
2023-02-10,baseline_80,0.00721570051865056,0.8728632811195005,0.64
2023-02-13,baseline_80,-0.007821022981458753,0.8660365973381935,0.64
2023-02-14,baseline_80,0.005163009341428353,0.8705079523802693,0.64
2023-02-15,baseline_80,0.0037320948891601804,0.873756770660321,0.64
2023-02-16,baseline_80,-0.0055653195669970405,0.868894035007769,0.64
2023-02-17,baseline_80,-0.005891693488750756,0.8637747776792993,0.64
2023-02-20,baseline_80,-0.0005972977818103243,0.8632588469206078,0.64
2023-02-21,baseline_80,-0.018053827259125636,0.8476737208183912,0.64
2023-02-22,baseline_80,-0.005130988444037401,0.8433243167525579,0.64
2023-02-23,baseline_80,0.0006297735882784129,0.8438554201336015,0.64
2023-02-24,baseline_80,-0.008463697948601032,0.8367132827453009,0.64
2023-02-27,baseline_80,-0.008706408780958144,0.8294285148732629,0.64
2023-02-28,baseline_80,0.00041705439743708436,0.8297744316827504,0.64
2023-03-01,baseline_80,0.0112333531042896,0.8390955808707541,0.64
2023-03-02,baseline_80,-0.0008279826195667182,0.8384008243136378,0.64
2023-03-03,baseline_80,0.007100950455068702,0.8443542670285777,0.64
2023-03-06,baseline_80,-0.004352360707362646,0.8406793326936686,0.64
2023-03-07,baseline_80,-0.003921037122791251,0.8373829978218134,0.64
2023-03-08,baseline_80,0.003294406574937244,0.8401416778755781,0.64
2023-03-09,baseline_80,-0.011496564148495007,0.8304829351820574,0.64
2023-03-10,baseline_80,-0.015354010417585303,0.8177316915436452,0.64
2023-03-13,baseline_80,-0.004365922260145921,0.8141615385487081,0.64
2023-03-14,baseline_80,-0.0027414239689466055,0.8119295765923362,0.64
2023-03-15,baseline_80,-0.010760226056019775,0.8031930308066343,0.64
2023-03-16,baseline_80,0.003541947819016773,0.8060378986103494,0.64
2023-03-17,baseline_80,-0.0050578270207026505,0.8019610983470475,0.64
2023-03-20,baseline_80,-0.003028355480489413,0.7995324750597289,0.64
2023-03-21,baseline_80,0.005763287078359269,0.8041404102419693,0.64
2023-03-22,baseline_80,-0.007359418882019044,0.7982224041230399,0.64
2023-03-23,baseline_80,0.015556721263598793,0.8106401275703418,0.64
2023-03-24,baseline_80,-0.0013840153174437741,0.8095181892168498,0.64
2023-03-27,baseline_80,-0.00951089559057645,0.8018189462405358,0.64
2023-03-28,baseline_80,-0.019690575138203156,0.7860306700323517,0.64
2023-03-29,baseline_80,0.01890415406038078,0.8008899149148275,0.64
2023-03-30,baseline_80,0.006176049312798613,0.8058362505234646,0.64
2023-03-31,baseline_80,-8.270084108053443e-05,0.8057696071877731,0.64
2023-04-03,baseline_80,-0.001206910834250534,0.8047971151189485,0.64
2023-04-04,baseline_80,-0.016882430286764033,0.7912101839279639,0.64
2023-04-05,baseline_80,-0.007573447320347544,0.7852179952806629,0.64
2023-04-06,baseline_80,0.00031961870997277727,0.785468965643362,0.64
2023-04-10,baseline_80,0.018235757085622042,0.7997925868991291,0.64
2023-04-11,baseline_80,0.00842476234874833,0.806530649372045,0.64
2023-04-12,baseline_80,-0.00978088951379167,0.7986420622010504,0.64
2023-04-13,baseline_80,-0.0012413342915974642,0.7976506804225281,0.64
2023-04-14,baseline_80,-0.0027154982163204266,0.7954846614225939,0.64
2023-04-17,baseline_80,0.006396827577494975,0.8005732396422562,0.64
2023-04-18,baseline_80,-0.007294869119234306,0.7947331626387046,0.64
2023-04-19,baseline_80,-0.006965951808489166,0.7891970897271553,0.64
2023-04-20,baseline_80,-0.008470009114923514,0.7825125831836952,0.64
2023-04-21,baseline_80,-0.004449373890977366,0.7790308921267165,0.64
2023-04-24,baseline_80,-0.005233636793728725,0.7749537273862308,0.64
2023-04-25,baseline_80,-0.0200162789102689,0.7594420374363156,0.64
2023-04-26,baseline_80,0.003544399759832268,0.7621338036114114,0.64
2023-04-27,baseline_80,0.004788433602563673,0.7657832307262739,0.64
2023-04-28,baseline_80,0.014872815688672684,0.7771725835743419,0.64
2023-05-01,baseline_80,-0.0040884079267915485,0.7739951850231716,0.64
2023-05-02,baseline_80,-0.007567801512180852,0.7681377430915325,0.64
2023-05-03,baseline_80,-0.00785306745418711,0.7621055055809276,0.64
2023-05-04,baseline_80,0.00042588566799829544,0.7624300753932571,0.64
2023-05-05,baseline_80,0.009162724390207534,0.7694160120408907,0.64
2023-05-08,baseline_80,0.00374553446238056,0.7722978862298973,0.64
2023-05-09,baseline_80,-0.006784585727159485,0.7670581650138665,0.64
2023-05-10,baseline_80,-0.007562624405497801,0.7612571922146962,0.64
2023-05-11,baseline_80,-0.009953669727793883,0.7536798895454835,0.64
2023-05-12,baseline_80,-0.0032897442862853056,0.7512004754351631,0.64
2023-05-15,baseline_80,0.0284503975726531,0.7725724276180596,0.64
2023-05-16,baseline_80,-0.0035414066406272322,0.7698364344925275,0.64
2023-05-17,baseline_80,0.0037813400162249435,0.772747447808222,0.64
2023-05-18,baseline_80,0.013303320963689462,0.7830275551302867,0.64
2023-05-19,baseline_80,0.0005415522013833663,0.7834516054265114,0.64
2023-05-22,baseline_80,0.005256739873816035,0.7875700067199621,0.64
2023-05-23,baseline_80,-0.004298834135046299,0.7841843738913358,0.64
2023-05-24,baseline_80,-0.01170491181830907,0.7750055649456418,0.64
2023-05-25,baseline_80,0.0039011286356632714,0.7780289613478495,0.64
2023-05-26,baseline_80,0.016837319499201905,0.7911288835496955,0.64
2023-05-29,baseline_80,-0.004233749055177629,0.7877794423864433,0.64
2023-05-30,baseline_80,-0.006903752937622381,0.7823408077468693,0.64
2023-05-31,baseline_80,-0.015929827815812495,0.769878253386178,0.64
2023-06-01,baseline_80,-0.0003044711811402846,0.7696438476450352,0.64
2023-06-02,baseline_80,0.017849308923070187,0.7833814584423919,0.64
2023-06-05,baseline_80,-0.01129959202085348,0.7745295675652917,0.64
2023-06-06,baseline_80,0.008048067882500832,0.7807630341020612,0.64
2023-06-07,baseline_80,0.008151948352255082,0.7871277740314112,0.64
2023-06-08,baseline_80,-0.0076778846820691185,0.7810842977523443,0.64
2023-06-09,baseline_80,0.0011827072067234125,0.7820080917803546,0.64
2023-06-12,baseline_80,0.017242333459078548,0.7954917360665291,0.64
2023-06-13,baseline_80,0.0063815064903801665,0.8005681717432815,0.64
2023-06-14,baseline_80,-0.0093915467442951,0.7930495983363597,0.64
2023-06-15,baseline_80,0.0120661530080715,0.8026186561328759,0.64
2023-06-16,baseline_80,-0.0025908629593653742,0.8005391811862056,0.64
2023-06-19,baseline_80,-0.0004448667976677534,0.8001830478842638,0.64
2023-06-20,baseline_80,-0.004761238037277548,0.7963731859198925,0.64
2023-06-21,baseline_80,-0.012707883998268476,0.786252967853891,0.64
2023-06-22,baseline_80,-0.00047614701200648024,0.7858785958525661,0.64
2023-06-23,baseline_80,-0.011303995713794875,0.7769950275734856,0.64
2023-06-26,baseline_80,-0.0030061428545597743,0.7746592695233171,0.64
2023-06-27,baseline_80,0.01345312769009322,0.7850808595925287,0.64
2023-06-28,baseline_80,-0.00029527829930095186,0.7848490422514944,0.64
2023-06-29,baseline_80,-0.0018446452988952716,0.7834012741553628,0.64
2023-06-30,baseline_80,0.00654856001098774,0.7885314244118534,0.64
2023-07-03,baseline_80,0.010860498399001458,0.7970952686842407,0.64
2023-07-04,baseline_80,0.000989107456866023,0.7978836815583289,0.64
2023-07-05,baseline_80,-0.003876051580583351,0.7947910432533031,0.64
2023-07-06,baseline_80,-0.013813835989966846,0.7838119301355073,0.64
2023-07-07,baseline_80,0.004371239191218912,0.7872381595630606,0.64
